date,FL892090005.Q,FL152010005.Q,LM155035005.Q,FL165015205.Q,FL165013765.Q,FL155111005.Q,FL112010005.Q,LM115035005.Q,FL115015205.Q,FL115013765.Q,FL115020005.Q,FL662090205.Q,LM883164105.Q,LM103164103.Q,LM793164105.Q,FL312010095.Q,FL315014665.Q,FL315013265.Q,FL315013765.Q,FL212010095.Q,FL215014665.Q,FL215013265.Q,FL215013765.Q,FL882090265.Q,FL264194005.Q,LM263164103.Q,FL264190005.Q,FL264090005.Q,LM263064105.Q,FL264090035.Q,FL892090005.Q,FC892090005.Q,PC892090005.Q,FL152090005.Q,FC152090005.Q,PC152090005.Q
1963:Q2,2372519.00,817640.00,612853.00,4372.00,1085.00,199330.00,489287.00,398720.00,47180.00,5760.00,37628.00,0.00,553939.00,469026.00,84913.00,235080.00,109111.00,89284.00,36685.00,240614.00,233498.00,6115.00,1001.00,35959.00,82795.00,5053.00,77742.00,46836.00,11526.00,35310.00,2372519.00,41092.00,1.76,2371254.00,32251.00,1.38
1963:Q3,2415991.00,830883.00,623306.00,4448.00,1125.00,202004.00,490660.00,400427.00,47484.00,5842.00,36906.00,0.00,577178.00,487677.00,89501.00,237389.00,110187.00,89127.00,38075.00,244182.00,236903.00,6247.00,1032.00,35699.00,83776.00,5094.00,78682.00,48077.00,12031.00,36046.00,2415991.00,43471.00,1.83,2413221.00,41968.00,1.77
1963:Q4,2413215.00,839163.00,628622.00,4529.00,1168.00,204844.00,495127.00,405397.00,47574.00,5958.00,36198.00,0.00,553330.00,465779.00,87551.00,240050.00,110313.00,90205.00,39532.00,248684.00,241217.00,6401.00,1066.00,36861.00,85645.00,5145.00,80500.00,48784.00,12485.00,36299.00,2413215.00,-2776.00,-0.11,2407144.00,-6077.00,-0.25
1964:Q1,2463267.00,843876.00,630274.00,4611.00,1211.00,207780.00,498177.00,408364.00,48263.00,5993.00,35557.00,0.00,587915.00,495027.00,92888.00,243063.00,111702.00,90342.00,41019.00,252507.00,244864.00,6544.00,1099.00,37729.00,87615.00,5300.00,82315.00,49886.00,13137.00,36749.00,2463267.00,50052.00,2.07,2454360.00,47216.00,1.96
1964:Q2,2514780.00,860175.00,643749.00,4697.00,1252.00,210477.00,506334.00,416477.00,48917.00,6089.00,34851.00,0.00,606920.00,511094.00,95826.00,246259.00,112593.00,91219.00,42447.00,256714.00,248874.00,6707.00,1133.00,38378.00,89302.00,5332.00,83970.00,50924.00,13468.00,37456.00,2514780.00,51513.00,2.09,2498774.00,44415.00,1.81
1964:Q3,2557804.00,869243.00,649814.00,4785.00,1294.00,213350.00,512278.00,421549.00,49337.00,6158.00,35234.00,0.00,627876.00,528953.00,98923.00,248831.00,113756.00,91266.00,43809.00,260963.00,252941.00,6856.00,1166.00,38613.00,91416.00,5352.00,86064.00,52803.00,13766.00,39037.00,2557804.00,43024.00,1.71,2544502.00,45728.00,1.83
1964:Q4,2600760.00,884106.00,662499.00,4873.00,1334.00,215400.00,521653.00,430762.00,49569.00,6186.00,35137.00,0.00,641976.00,545955.00,96021.00,251089.00,114313.00,91675.00,45101.00,265415.00,257188.00,7029.00,1198.00,36521.00,94853.00,5270.00,89583.00,58332.00,13835.00,44497.00,2600760.00,42957.00,1.68,2588046.00,43544.00,1.71
1965:Q1,2645263.00,895205.00,669614.00,4969.00,1375.00,219247.00,529376.00,436138.00,50621.00,6298.00,36319.00,0.00,658083.00,559834.00,98249.00,252682.00,115196.00,91090.00,46396.00,271301.00,262867.00,7203.00,1231.00,38616.00,97433.00,5180.00,92253.00,58817.00,13914.00,44903.00,2645263.00,44503.00,1.71,2632760.00,44714.00,1.73
1965:Q2,2649609.00,903700.00,675093.00,5055.00,1420.00,222132.00,537627.00,441753.00,51519.00,6409.00,37946.00,0.00,633045.00,539451.00,93594.00,257102.00,117409.00,91916.00,47777.00,277367.00,268723.00,7377.00,1267.00,40768.00,99176.00,4809.00,94367.00,58408.00,13279.00,45129.00,2649609.00,4345.00,0.16,2628896.00,-3864.00,-0.15
1965:Q3,2727185.00,912539.00,681036.00,5170.00,1468.00,224865.00,543236.00,446934.00,52242.00,6486.00,37574.00,0.00,688677.00,587928.00,100749.00,259166.00,117866.00,92044.00,49256.00,283005.00,274181.00,7518.00,1306.00,40562.00,100733.00,5041.00,95692.00,60171.00,14296.00,45875.00,2727185.00,77576.00,2.93,2706534.00,77638.00,2.95
1965:Q4,2816142.00,930935.00,696286.00,5257.00,1522.00,227870.00,556912.00,458451.00,52389.00,6463.00,39609.00,0.00,729875.00,623812.00,106063.00,262527.00,119022.00,92645.00,50860.00,288875.00,279810.00,7716.00,1349.00,47018.00,108194.00,5048.00,103146.00,61176.00,14599.00,46577.00,2816142.00,88958.00,3.26,2785844.00,79310.00,2.93
1966:Q1,2817064.00,935815.00,696079.00,5366.00,1573.00,232797.00,562772.00,461800.00,53256.00,6603.00,41113.00,0.00,709573.00,606267.00,103306.00,265535.00,121083.00,91927.00,52525.00,294701.00,285386.00,7920.00,1395.00,48668.00,109380.00,4846.00,104534.00,60712.00,14027.00,46685.00,2817064.00,922.00,0.03,2792926.00,7081.00,0.25
1966:Q2,2859216.00,971316.00,726016.00,5501.00,1626.00,238173.00,579242.00,476893.00,54173.00,6674.00,41502.00,0.00,681091.00,581050.00,100041.00,271518.00,123831.00,93481.00,54206.00,305020.00,295446.00,8132.00,1442.00,51029.00,111525.00,4592.00,106933.00,60496.00,12923.00,47573.00,2859216.00,42152.00,1.50,2823693.00,30767.00,1.10
1966:Q3,2815464.00,979812.00,728570.00,5636.00,1681.00,243925.00,586231.00,481987.00,55307.00,6685.00,42252.00,0.00,611587.00,523227.00,88360.00,274589.00,124927.00,93777.00,55885.00,311480.00,301652.00,8338.00,1490.00,51765.00,112670.00,4122.00,108548.00,60905.00,11455.00,49450.00,2815464.00,-43752.00,-1.53,2794622.00,-29071.00,-1.03
1966:Q4,2907517.00,1005984.00,748935.00,5795.00,1738.00,249516.00,597841.00,493570.00,56843.00,6690.00,40738.00,0.00,656100.00,547891.00,108209.00,278607.00,125608.00,95462.00,57537.00,319191.00,309032.00,8621.00,1538.00,49794.00,113819.00,4324.00,109495.00,64025.00,12643.00,51382.00,2907517.00,92053.00,3.27,2885317.00,90695.00,3.25
1967:Q1,3015788.00,1013794.00,753320.00,5920.00,1795.00,252759.00,603242.00,498688.00,57554.00,6668.00,40332.00,0.00,742453.00,625556.00,116897.00,282373.00,127433.00,95727.00,59213.00,326105.00,315672.00,8843.00,1590.00,47821.00,115992.00,4875.00,111117.00,68171.00,16002.00,52169.00,3015788.00,108271.00,3.72,2993234.00,107917.00,3.74
1967:Q2,3060324.00,1028913.00,762765.00,6047.00,1853.00,258248.00,611960.00,504858.00,58364.00,6752.00,41987.00,0.00,754630.00,641312.00,113318.00,287292.00,128949.00,97366.00,60977.00,331472.00,320779.00,9049.00,1644.00,46057.00,118320.00,4919.00,113401.00,72263.00,19156.00,53107.00,3060324.00,44536.00,1.48,3031833.00,38600.00,1.29
1967:Q3,3147695.00,1047814.00,774483.00,6175.00,1917.00,265239.00,619671.00,511908.00,59573.00,6863.00,41328.00,0.00,804532.00,678588.00,125944.00,293043.00,131248.00,98968.00,62827.00,340760.00,329803.00,9256.00,1701.00,41875.00,121298.00,5227.00,116071.00,79423.00,23588.00,55835.00,3147695.00,87371.00,2.85,3117455.00,85622.00,2.82
1967:Q4,3227183.00,1074443.00,794221.00,6317.00,1984.00,271921.00,631474.00,522958.00,60646.00,7023.00,40847.00,0.00,829869.00,712221.00,117648.00,299173.00,134053.00,100329.00,64791.00,348818.00,337466.00,9590.00,1762.00,43406.00,127030.00,5238.00,121792.00,83624.00,25511.00,58113.00,3227183.00,79487.00,2.53,3184393.00,66938.00,2.15
1968:Q1,3231486.00,1104938.00,817753.00,6435.00,2050.00,278700.00,645151.00,533776.00,61264.00,7203.00,42908.00,0.00,771076.00,652734.00,118342.00,303656.00,136633.00,100255.00,66768.00,360929.00,349247.00,9855.00,1827.00,45736.00,129452.00,4938.00,124514.00,83716.00,24631.00,59085.00,3231486.00,4303.00,0.13,3204792.00,20399.00,0.64
1968:Q2,3387397.00,1130406.00,836122.00,6573.00,2120.00,285591.00,657488.00,543214.00,62588.00,7242.00,44444.00,0.00,878753.00,731114.00,147639.00,307529.00,137371.00,101350.00,68808.00,368752.00,356799.00,10059.00,1894.00,44469.00,132948.00,5750.00,127198.00,88479.00,28212.00,60267.00,3387397.00,155911.00,4.82,3343526.00,138735.00,4.33
1968:Q3,3444073.00,1152242.00,849479.00,6714.00,2195.00,293854.00,666884.00,550910.00,63767.00,7263.00,44944.00,0.00,895325.00,728536.00,166789.00,312228.00,139521.00,101804.00,70903.00,373571.00,361338.00,10267.00,1966.00,43823.00,136334.00,6104.00,130230.00,92511.00,28883.00,63628.00,3444073.00,56676.00,1.67,3405936.00,62410.00,1.87
1968:Q4,3629167.00,1200813.00,889605.00,6876.00,2274.00,302058.00,685651.00,569262.00,64819.00,7322.00,44247.00,0.00,989633.00,843150.00,146483.00,318961.00,142697.00,103210.00,73054.00,387278.00,374660.00,10575.00,2043.00,46831.00,142297.00,6452.00,135845.00,95466.00,29517.00,65949.00,3629167.00,185093.00,5.37,3575541.00,169605.00,4.98
1969:Q1,3645190.00,1233242.00,914582.00,7037.00,2344.00,309279.00,699665.00,580615.00,65713.00,7459.00,45878.00,0.00,939784.00,803399.00,136385.00,325429.00,146817.00,103292.00,75320.00,399829.00,386875.00,10833.00,2121.00,47241.00,144943.00,6516.00,138427.00,97702.00,28598.00,69104.00,3645190.00,16023.00,0.44,3592820.00,17279.00,0.48
1969:Q2,3668935.00,1259294.00,932881.00,7208.00,2417.00,316788.00,713498.00,591182.00,66784.00,7514.00,48018.00,0.00,901158.00,774485.00,126673.00,333853.00,150841.00,105362.00,77650.00,414223.00,400926.00,11094.00,2203.00,46909.00,148379.00,6737.00,141642.00,101470.00,27895.00,73575.00,3668935.00,23745.00,0.65,3599733.00,6914.00,0.19
1969:Q3,3686565.00,1278065.00,945017.00,7409.00,2491.00,323148.00,721023.00,598402.00,68166.00,7650.00,46805.00,0.00,875844.00,743955.00,131889.00,336882.00,151925.00,104916.00,80041.00,423603.00,409933.00,11380.00,2290.00,51148.00,151244.00,6763.00,144481.00,100096.00,26633.00,73463.00,3686565.00,17630.00,0.48,3622373.00,22640.00,0.63
1969:Q4,3707496.00,1308560.00,968674.00,7605.00,2568.00,329713.00,734621.00,609003.00,69958.00,7757.00,47903.00,0.00,833656.00,705075.00,128581.00,342270.00,154208.00,105614.00,82448.00,437406.00,423220.00,11805.00,2381.00,50983.00,155943.00,6953.00,148990.00,104960.00,26761.00,78199.00,3707496.00,20931.00,0.57,3641970.00,19597.00,0.54
1970:Q1,3722906.00,1318187.00,973544.00,7805.00,2644.00,334194.00,743669.00,616240.00,70958.00,7791.00,48680.00,0.00,808263.00,677754.00,130509.00,350198.00,157689.00,107621.00,84888.00,450372.00,435771.00,12126.00,2475.00,52217.00,159377.00,6749.00,152628.00,107160.00,25996.00,81164.00,3722906.00,15410.00,0.42,3670735.00,28765.00,0.79
1970:Q2,3645164.00,1356672.00,1006440.00,7995.00,2718.00,339519.00,765975.00,637153.00,72147.00,7788.00,48887.00,0.00,642705.00,541573.00,101132.00,357034.00,161089.00,108689.00,87256.00,467373.00,452419.00,12383.00,2571.00,55405.00,160665.00,5713.00,154952.00,105260.00,21457.00,83803.00,3645164.00,-77742.00,-2.09,3601374.00,-69361.00,-1.89
1970:Q3,3774950.00,1362730.00,1005793.00,8169.00,2791.00,345977.00,765773.00,636222.00,73301.00,7904.00,48346.00,0.00,748681.00,633467.00,115214.00,362418.00,163603.00,109245.00,89570.00,481968.00,466658.00,12645.00,2665.00,53380.00,163384.00,6471.00,156913.00,110004.00,24473.00,85531.00,3774950.00,129786.00,3.56,3723680.00,122306.00,3.40
1970:Q4,3917053.00,1390695.00,1025204.00,8354.00,2862.00,354275.00,778646.00,648063.00,75678.00,8143.00,46762.00,0.00,824660.00,702189.00,122471.00,369275.00,167588.00,109820.00,91867.00,498999.00,483073.00,13171.00,2755.00,54778.00,168795.00,6573.00,162222.00,114017.00,27209.00,86808.00,3917053.00,142103.00,3.76,3848133.00,124452.00,3.34
1971:Q1,4079320.00,1427016.00,1051931.00,8579.00,2936.00,363570.00,802198.00,666251.00,77510.00,8349.00,50089.00,0.00,912811.00,774490.00,138321.00,376030.00,171724.00,110274.00,94032.00,512316.00,496003.00,13470.00,2843.00,48949.00,169437.00,7287.00,162150.00,120488.00,30545.00,89943.00,4079320.00,162267.00,4.14,4009086.00,160953.00,4.18
1971:Q2,4151238.00,1460907.00,1078498.00,8773.00,3007.00,370629.00,823183.00,684252.00,78884.00,8391.00,51657.00,0.00,911453.00,778343.00,133110.00,382576.00,175462.00,111104.00,96010.00,525782.00,509159.00,13691.00,2932.00,47337.00,172806.00,7486.00,165320.00,125469.00,29701.00,95768.00,4151238.00,71918.00,1.76,4077802.00,68716.00,1.71
1971:Q3,4198771.00,1490713.00,1104238.00,8921.00,3077.00,374477.00,842447.00,702376.00,79920.00,8371.00,51780.00,0.00,903856.00,765304.00,138552.00,386211.00,177499.00,110897.00,97815.00,536016.00,519078.00,13918.00,3020.00,39528.00,175655.00,7218.00,168437.00,136127.00,29859.00,106268.00,4198771.00,47533.00,1.15,4134653.00,56850.00,1.39
1971:Q4,4329312.00,1517856.00,1127739.00,9063.00,3143.00,377911.00,861887.00,719630.00,80399.00,8218.00,53640.00,0.00,967230.00,823753.00,143477.00,391019.00,181723.00,109817.00,99479.00,550116.00,532839.00,14169.00,3108.00,41204.00,183649.00,7641.00,176008.00,142445.00,30811.00,111634.00,4329312.00,130540.00,3.11,4254073.00,119420.00,2.89
1972:Q1,4509508.00,1570862.00,1171254.00,9454.00,3215.00,386939.00,888126.00,742508.00,82388.00,8409.00,54821.00,0.00,1025943.00,871948.00,153995.00,426643.00,184752.00,140770.00,101121.00,562600.00,544901.00,14501.00,3198.00,35334.00,184205.00,8779.00,175426.00,148871.00,33513.00,115358.00,4509508.00,180197.00,4.16,4409830.00,155757.00,3.66
1972:Q2,4563472.00,1600620.00,1192509.00,9833.00,3292.00,394986.00,911207.00,760609.00,83987.00,8441.00,58170.00,0.00,1023873.00,874936.00,148937.00,420929.00,189070.00,128872.00,102987.00,572127.00,554025.00,14814.00,3288.00,34716.00,186808.00,9359.00,177449.00,152092.00,33803.00,118289.00,4563472.00,53964.00,1.20,4468977.00,59147.00,1.34
1972:Q3,4672789.00,1649557.00,1232534.00,10196.00,3371.00,403456.00,937245.00,783635.00,85197.00,8405.00,60008.00,0.00,1049113.00,893435.00,155678.00,420672.00,196522.00,119112.00,105038.00,586078.00,567581.00,15113.00,3384.00,30124.00,190541.00,9616.00,180925.00,160417.00,35099.00,125318.00,4672789.00,109317.00,2.40,4588626.00,119649.00,2.68
1972:Q4,4947004.00,1714193.00,1290675.00,10558.00,3458.00,409502.00,969766.00,812021.00,85057.00,8281.00,64408.00,0.00,1192744.00,1032664.00,160080.00,422433.00,204170.00,110986.00,107277.00,603282.00,584379.00,15426.00,3477.00,44586.00,214905.00,10537.00,204368.00,170319.00,39059.00,131260.00,4947004.00,274215.00,5.87,4832113.00,243487.00,5.31
1973:Q1,4955365.00,1758650.00,1322715.00,11001.00,3553.00,421381.00,1008567.00,841725.00,87586.00,8429.00,70827.00,257.00,1105552.00,970552.00,135000.00,431429.00,211800.00,109859.00,109770.00,623706.00,604269.00,15851.00,3586.00,27204.00,204603.00,12272.00,192331.00,177399.00,37594.00,139805.00,4955365.00,8360.00,0.17,4853946.00,21832.00,0.45
1973:Q2,5016124.00,1819079.00,1369699.00,11537.00,3668.00,434175.00,1054087.00,877440.00,90131.00,8484.00,78032.00,506.00,1021455.00,903639.00,117816.00,443087.00,218903.00,111532.00,112652.00,645219.00,625102.00,16400.00,3717.00,32691.00,209713.00,11887.00,197826.00,177022.00,34552.00,142470.00,5016124.00,60759.00,1.23,4893276.00,39330.00,0.81
1973:Q3,5237748.00,1891192.00,1430284.00,12057.00,3806.00,445045.00,1101831.00,918462.00,92621.00,8497.00,82251.00,735.00,1092352.00,953484.00,138868.00,453581.00,225198.00,112454.00,115929.00,665807.00,644919.00,17016.00,3872.00,32250.00,213160.00,11711.00,201449.00,180910.00,37905.00,143005.00,5237748.00,221624.00,4.42,5078411.00,185135.00,3.78
1973:Q4,5217783.00,1943160.00,1472632.00,12517.00,3967.00,454044.00,1137625.00,952736.00,94523.00,8452.00,81914.00,950.00,928312.00,809377.00,118935.00,463575.00,231002.00,112980.00,119593.00,692161.00,670562.00,17546.00,4053.00,52000.00,227799.00,10026.00,217773.00,175799.00,33516.00,142283.00,5217783.00,-19965.00,-0.38,5043449.00,-34962.00,-0.69
1974:Q1,5266493.00,1944362.00,1462386.00,13193.00,4139.00,464644.00,1166524.00,981951.00,96538.00,8657.00,79379.00,1146.00,901160.00,784167.00,116993.00,475154.00,237964.00,113776.00,123414.00,729903.00,707251.00,18409.00,4243.00,48244.00,232200.00,10625.00,221575.00,183956.00,34242.00,149714.00,5266493.00,48710.00,0.93,5075079.00,31630.00,0.63
1974:Q2,5299825.00,1962167.00,1461485.00,14046.00,4306.00,482330.00,1198869.00,1015814.00,100107.00,8822.00,74125.00,1343.00,807694.00,723296.00,84398.00,489787.00,247514.00,115176.00,127097.00,783250.00,759427.00,19405.00,4418.00,56715.00,240216.00,9769.00,230447.00,183501.00,30543.00,152958.00,5299825.00,33331.00,0.63,5058798.00,-16281.00,-0.32
1974:Q3,5271223.00,2002013.00,1475406.00,15167.00,4466.00,506974.00,1252207.00,1056064.00,105823.00,8913.00,81407.00,1530.00,602301.00,540407.00,61894.00,510975.00,261083.00,119277.00,130615.00,838461.00,813119.00,20763.00,4579.00,63736.00,246391.00,8388.00,238003.00,182655.00,24012.00,158643.00,5271223.00,-28602.00,-0.54,5010898.00,-47901.00,-0.95
1974:Q4,5457730.00,2064399.00,1517696.00,16435.00,4615.00,525653.00,1292573.00,1092686.00,114470.00,8954.00,76463.00,1706.00,623481.00,557581.00,65900.00,531598.00,276257.00,121340.00,134001.00,876548.00,849490.00,22330.00,4728.00,67425.00,256929.00,9011.00,247918.00,189504.00,23921.00,165583.00,5457730.00,186507.00,3.54,5156893.00,145995.00,2.91
1975:Q1,5748389.00,2142379.00,1582858.00,17398.00,4768.00,537355.00,1327887.00,1125232.00,119216.00,9160.00,74280.00,1829.00,764613.00,684902.00,79711.00,543870.00,283633.00,123099.00,137138.00,898086.00,869872.00,23342.00,4872.00,69725.00,266253.00,11291.00,254962.00,196528.00,30308.00,166220.00,5748389.00,290659.00,5.33,5422872.00,265979.00,5.16
1975:Q2,5993815.00,2216102.00,1642027.00,18153.00,4903.00,551019.00,1365290.00,1151521.00,123251.00,9467.00,81051.00,1921.00,882406.00,791599.00,90807.00,550973.00,284978.00,126146.00,139849.00,904437.00,875288.00,24139.00,5010.00,72686.00,273589.00,10805.00,262784.00,200903.00,35096.00,165807.00,5993815.00,245426.00,4.27,5654023.00,231151.00,4.26
1975:Q3,5935881.00,2228730.00,1642336.00,18651.00,5025.00,562718.00,1388602.00,1171457.00,125437.00,9446.00,82262.00,2015.00,773701.00,701690.00,72011.00,556780.00,286117.00,128462.00,142201.00,909482.00,879533.00,24808.00,5141.00,76571.00,277738.00,9108.00,268630.00,201167.00,32046.00,169121.00,5935881.00,-57934.00,-0.97,5631602.00,-22421.00,-0.40
1975:Q4,6098536.00,2286480.00,1684206.00,19180.00,5136.00,577958.00,1413739.00,1196958.00,127389.00,9266.00,80126.00,2135.00,829793.00,754817.00,74976.00,564093.00,288077.00,131820.00,144196.00,918165.00,887365.00,25536.00,5264.00,84131.00,288549.00,9585.00,278964.00,204418.00,33399.00,171019.00,6098536.00,162655.00,2.74,5795379.00,163777.00,2.91
1976:Q1,6328413.00,2335010.00,1717934.00,19842.00,5250.00,591984.00,1442756.00,1222961.00,131064.00,9574.00,79157.00,1837.00,958677.00,868179.00,90498.00,575720.00,292384.00,137260.00,146076.00,929673.00,898130.00,26157.00,5386.00,84740.00,298532.00,9885.00,288647.00,213792.00,39514.00,174278.00,6328413.00,229877.00,3.77,6001564.00,206185.00,3.56
1976:Q2,6514361.00,2420296.00,1789837.00,20418.00,5419.00,604622.00,1493054.00,1266331.00,133867.00,9833.00,83023.00,1861.00,978354.00,887651.00,90703.00,584359.00,297173.00,138203.00,148983.00,943139.00,910776.00,26838.00,5525.00,93298.00,307684.00,9642.00,298042.00,214386.00,39559.00,174827.00,6514361.00,185948.00,2.94,6176428.00,174864.00,2.91
1976:Q3,6625376.00,2471441.00,1826561.00,21082.00,5572.00,618226.00,1527318.00,1302414.00,136588.00,9877.00,78438.00,1799.00,989577.00,897275.00,92302.00,596904.00,304328.00,140825.00,151751.00,949104.00,915925.00,27510.00,5669.00,89233.00,313657.00,9283.00,304374.00,224424.00,40120.00,184304.00,6625376.00,111014.00,1.70,6287568.00,111139.00,1.80
1976:Q4,6832057.00,2543109.00,1880025.00,21838.00,5735.00,635511.00,1568526.00,1341057.00,139084.00,9688.00,78698.00,1943.00,1024775.00,927300.00,97475.00,610164.00,312586.00,142779.00,154799.00,959354.00,925383.00,28145.00,5826.00,124186.00,384163.00,9453.00,374710.00,259977.00,47475.00,212502.00,6832057.00,206682.00,3.12,6450636.00,163068.00,2.59
1977:Q1,6920436.00,2630011.00,1949358.00,22450.00,5882.00,652321.00,1614915.00,1381466.00,143579.00,9936.00,79934.00,1803.00,948012.00,856996.00,91016.00,623527.00,317411.00,148681.00,157435.00,977608.00,942914.00,28718.00,5976.00,124560.00,387329.00,9591.00,377738.00,262769.00,44313.00,218456.00,6920436.00,88379.00,1.29,6561565.00,110930.00,1.72
1977:Q2,7128945.00,2742964.00,2047570.00,23058.00,6053.00,666283.00,1658031.00,1421956.00,147395.00,10043.00,78638.00,1927.00,976773.00,881959.00,94814.00,634159.00,321770.00,151931.00,160458.00,992153.00,956610.00,29406.00,6137.00,122938.00,396261.00,9823.00,386438.00,273323.00,46038.00,227285.00,7128945.00,208509.00,3.01,6746294.00,184728.00,2.82
