date,FA574090045.Q,FA573020043.Q,FA573030043.Q,FA573034043.Q,FA572051043.Q,FA574022045.Q,FA573069143.Q,FA573061143.Q,FA573061743.Q,FA573063043.Q,FA573065043.Q,FA573064143.Q,FA573064243.Q,FA573090045.Q,FA573095405.Q,FA573074043.Q,FA573073005.Q,FA573093043.Q,FA574190043.Q
1995:Q4,51130.00,276.00,8308.00,0.00,-432.00,25236.00,-432.00,2096.00,4460.00,19112.00,116.00,-78924.00,11760.00,84790.00,-8632.00,1644.00,93050.00,-1272.00,51192.00
1996:Q1,47794.00,292.00,13816.00,0.00,3372.00,6104.00,3372.00,-2060.00,-5236.00,10028.00,116.00,-80084.00,7008.00,97170.00,4096.00,1640.00,81306.00,10128.00,47848.00
1996:Q2,45908.00,284.00,13680.00,0.00,3372.00,20560.00,3372.00,468.00,652.00,16068.00,112.00,-85860.00,6732.00,87028.00,4096.00,1640.00,71164.00,10128.00,45964.00
1996:Q3,46409.00,284.00,13776.00,0.00,3368.00,-40340.00,3368.00,-12044.00,-18528.00,-13136.00,120.00,-53972.00,6296.00,116877.00,9056.00,1640.00,96053.00,10128.00,46468.00
1996:Q4,48309.00,-260.00,15788.00,0.00,1916.00,-31332.00,1916.00,-6684.00,-26040.00,-524.00,-176.00,-32428.00,10484.00,84317.00,-6520.00,1636.00,83449.00,5752.00,48372.00
1997:Q1,49900.00,856.00,20008.00,0.00,-1700.00,30096.00,-1696.00,2880.00,6292.00,22620.00,128.00,-97732.00,17140.00,81104.00,-8696.00,8548.00,86324.00,-5072.00,49960.00
1997:Q2,52767.00,424.00,16684.00,0.00,1312.00,33768.00,1312.00,2976.00,6504.00,22976.00,132.00,-96032.00,-8820.00,105299.00,-6756.00,4624.00,103475.00,3956.00,52828.00
1997:Q3,54275.00,1336.00,18312.00,0.00,-708.00,37956.00,-704.00,4020.00,8952.00,25688.00,204.00,-93448.00,4008.00,86615.00,-10180.00,4608.00,94291.00,-2104.00,54340.00
1997:Q4,53625.00,-924.00,12020.00,0.00,1364.00,45464.00,1376.00,3000.00,6568.00,34520.00,1536.00,-134008.00,16684.00,111489.00,4540.00,3708.00,99113.00,4128.00,53692.00
1998:Q1,51093.00,472.00,17804.00,0.00,280.00,-34776.00,308.00,-22492.00,-19000.00,6408.00,-80.00,-49860.00,-2072.00,119325.00,-4164.00,10852.00,111737.00,900.00,51168.00
1998:Q2,50459.00,456.00,17036.00,0.00,192.00,-43608.00,252.00,-19144.00,-13208.00,-11508.00,-28.00,-67544.00,21364.00,122591.00,-9812.00,10752.00,120971.00,680.00,50540.00
1998:Q3,50807.00,452.00,15844.00,0.00,20.00,-31396.00,144.00,-20740.00,-19772.00,8972.00,-12.00,-82716.00,43316.00,105299.00,4520.00,10236.00,90287.00,256.00,50888.00
1998:Q4,51644.00,848.00,15088.00,0.00,-328.00,16484.00,-116.00,-20120.00,-20984.00,57704.00,-1384.00,-10024.00,-31364.00,62324.00,-400.00,304.00,63060.00,-640.00,51724.00
1999:Q1,51561.00,-2228.00,-12944.00,0.00,708.00,60104.00,1064.00,16044.00,24380.00,18616.00,4.00,-173528.00,20180.00,159265.00,-4656.00,-1608.00,157857.00,7672.00,51632.00
1999:Q2,52525.00,800.00,-15160.00,0.00,120.00,106316.00,672.00,31236.00,33596.00,40812.00,8.00,-144536.00,-5664.00,110641.00,-10616.00,-5020.00,115069.00,11208.00,52592.00
1999:Q3,52026.00,604.00,-18900.00,0.00,-612.00,76884.00,184.00,27908.00,23604.00,25188.00,4.00,-132784.00,44808.00,82022.00,-5712.00,-9300.00,87658.00,9376.00,52092.00
1999:Q4,49661.00,1712.00,-31812.00,0.00,-1448.00,112828.00,-376.00,-604.00,40216.00,73592.00,4.00,-64788.00,-35676.00,68841.00,-24720.00,-14168.00,100441.00,7288.00,49728.00
2000:Q1,46764.00,488.00,-10592.00,0.00,-5104.00,-64420.00,-3748.00,-9920.00,-19288.00,-31464.00,-384.00,148196.00,7340.00,-28760.00,816.00,-7768.00,-5164.00,-16644.00,46812.00
2000:Q2,45659.00,820.00,-35300.00,0.00,-7904.00,-103856.00,-6304.00,-7904.00,-33248.00,-56400.00,-1056.00,10516.00,57952.00,124487.00,-2396.00,-25888.00,170871.00,-18100.00,45712.00
2000:Q3,47520.00,1820.00,-25888.00,0.00,-10480.00,-129052.00,-8708.00,-17020.00,-31868.00,-71456.00,-1400.00,55712.00,63068.00,93740.00,-484.00,-18988.00,142128.00,-28916.00,47576.00
2000:Q4,51246.00,1808.00,-23060.00,0.00,-12664.00,-192404.00,-10860.00,-11848.00,-64700.00,-104996.00,-2204.00,126080.00,38612.00,115078.00,1908.00,-16916.00,163914.00,-33828.00,51304.00
2001:Q1,54528.00,436.00,-44716.00,0.00,6264.00,55276.00,7960.00,17860.00,59636.00,-30180.00,3416.00,-79604.00,-63128.00,176584.00,-5428.00,-32796.00,194644.00,20164.00,54584.00
2001:Q2,58747.00,560.00,-28240.00,0.00,-4608.00,-38852.00,-3176.00,-4260.00,-11612.00,-19804.00,-336.00,119192.00,-58200.00,69231.00,-9996.00,-20712.00,113923.00,-13984.00,58804.00
2001:Q3,60753.00,672.00,-32948.00,0.00,-4108.00,-37024.00,-3080.00,-5364.00,-14176.00,-14404.00,-404.00,74968.00,45176.00,14421.00,-23884.00,-24164.00,74065.00,-11596.00,60812.00
2001:Q4,59707.00,760.00,-34592.00,0.00,-3412.00,-60272.00,-2880.00,-9648.00,-26816.00,-20928.00,-176.00,43684.00,5848.00,107867.00,14004.00,-25372.00,124971.00,-5736.00,59756.00
2002:Q1,56476.00,-1284.00,-10488.00,0.00,-2832.00,-6456.00,-3724.00,-6148.00,-23200.00,26616.00,696.00,-50400.00,74392.00,52848.00,13476.00,-6092.00,65944.00,-20480.00,56496.00
2002:Q2,55727.00,140.00,-7416.00,0.00,-184.00,44816.00,-1304.00,-10476.00,15564.00,41032.00,-152.00,-48708.00,-4556.00,71787.00,36512.00,-9944.00,27671.00,17548.00,55744.00
2002:Q3,56978.00,200.00,-6144.00,0.00,808.00,-78696.00,-580.00,-11104.00,-30888.00,-36124.00,416.00,44344.00,13272.00,82778.00,11576.00,18808.00,45770.00,6624.00,56992.00
2002:Q4,59667.00,120.00,1952.00,0.00,-304.00,-106384.00,-72.00,-23064.00,-33048.00,-50200.00,-100.00,-9036.00,-2196.00,175615.00,26364.00,-20792.00,183955.00,-13912.00,59680.00
2003:Q1,61487.00,60.00,-17060.00,0.00,1076.00,74012.00,784.00,25140.00,24996.00,23092.00,-532.00,101532.00,-75060.00,-22541.00,-3084.00,11888.00,-43265.00,11920.00,61504.00
2003:Q2,64226.00,68.00,13428.00,0.00,1144.00,64908.00,-10836.00,24588.00,30836.00,20320.00,-412.00,-46224.00,-30144.00,61458.00,20716.00,-11804.00,51774.00,772.00,64244.00
2003:Q3,64438.00,64.00,-9608.00,0.00,836.00,57192.00,-868.00,-11560.00,44120.00,25500.00,124.00,-68380.00,-31104.00,115314.00,-8456.00,-5416.00,146890.00,-17704.00,64456.00
2003:Q4,61422.00,80.00,22412.00,0.00,1320.00,97388.00,7464.00,19216.00,42320.00,28388.00,528.00,-126712.00,-30280.00,96686.00,26032.00,5228.00,70814.00,-5388.00,61440.00
2004:Q1,56957.00,40.00,-8692.00,0.00,964.00,7420.00,-644.00,-12356.00,4116.00,16304.00,224.00,24700.00,17604.00,14697.00,-39892.00,-4648.00,52305.00,6932.00,57072.00
2004:Q2,54461.00,76.00,-34348.00,0.00,2060.00,-3796.00,120.00,1224.00,12944.00,-18084.00,-160.00,-67148.00,21636.00,136141.00,14692.00,13772.00,83745.00,23932.00,54580.00
2004:Q3,55483.00,72.00,7340.00,0.00,828.00,-28448.00,628.00,-13300.00,10688.00,-26464.00,-120.00,39604.00,-9528.00,45735.00,-43640.00,-15448.00,121595.00,-16772.00,55608.00
2004:Q4,58874.00,84.00,16564.00,0.00,-2104.00,-16736.00,-1312.00,-3332.00,3060.00,-15152.00,-320.00,-47680.00,15248.00,93818.00,7652.00,-1624.00,79690.00,8100.00,59004.00
2005:Q1,62000.00,96.00,-6576.00,0.00,3272.00,21460.00,2284.00,3588.00,8768.00,6820.00,-296.00,-47684.00,-5820.00,97548.00,88.00,-4120.00,105908.00,-4328.00,62084.00
2005:Q2,66201.00,116.00,14356.00,0.00,-248.00,25424.00,-40.00,3304.00,-1604.00,23764.00,-268.00,-53776.00,-5180.00,85777.00,-16308.00,-8016.00,114517.00,-4416.00,66288.00
2005:Q3,67786.00,172.00,13704.00,0.00,-388.00,27940.00,-76.00,1668.00,10108.00,16240.00,-220.00,-38728.00,-11268.00,76574.00,-9392.00,8300.00,82530.00,-4864.00,67876.00
2005:Q4,65712.00,172.00,988.00,0.00,148.00,61332.00,284.00,-2852.00,47048.00,16852.00,-96.00,-55624.00,-5664.00,64456.00,-8620.00,-3784.00,69244.00,7616.00,65808.00
2006:Q1,61023.00,224.00,-3612.00,0.00,756.00,-12092.00,740.00,-112.00,-12076.00,-644.00,-64.00,-37460.00,-20124.00,133395.00,-30572.00,-640.00,165075.00,-468.00,61056.00
2006:Q2,58712.00,208.00,1500.00,0.00,204.00,30924.00,204.00,2656.00,-100.00,28164.00,-96.00,-62196.00,-5980.00,94148.00,-30576.00,-36.00,125296.00,-536.00,58748.00
2006:Q3,58249.00,220.00,1776.00,0.00,216.00,69204.00,220.00,18408.00,11168.00,39408.00,-72.00,-147912.00,-2204.00,137021.00,-30572.00,-28.00,140033.00,27588.00,58288.00
2006:Q4,59320.00,224.00,1796.00,0.00,220.00,49376.00,224.00,26432.00,11240.00,11480.00,-72.00,-184120.00,27696.00,164200.00,-30572.00,-28.00,163212.00,31588.00,59360.00
2007:Q1,59988.00,764.00,3412.00,432.00,236.00,21416.00,3892.00,-1908.00,4032.00,15400.00,1712.00,15180.00,420.00,16416.00,1880.00,2464.00,600.00,11472.00,60048.00
2007:Q2,62291.00,764.00,3412.00,428.00,240.00,21420.00,3892.00,-1912.00,4036.00,15404.00,1712.00,15180.00,420.00,18715.00,1880.00,2468.00,2895.00,11472.00,62356.00
2007:Q3,63063.00,764.00,3412.00,432.00,240.00,21416.00,3892.00,-1908.00,4032.00,15400.00,1712.00,15180.00,420.00,19487.00,1876.00,2468.00,3675.00,11468.00,63132.00
2007:Q4,61427.00,760.00,3412.00,432.00,240.00,21412.00,3888.00,-1908.00,4032.00,15400.00,1712.00,15180.00,420.00,17859.00,1880.00,2468.00,2039.00,11472.00,61500.00
2008:Q1,58517.00,-4208.00,-5460.00,-15148.00,-972.00,-45280.00,-7948.00,-10916.00,-23304.00,-3112.00,-7664.00,-70144.00,48504.00,158889.00,3280.00,16708.00,128701.00,10200.00,58532.00
2008:Q2,56653.00,-4208.00,-5460.00,-15148.00,-972.00,-45280.00,-7948.00,-10916.00,-23300.00,-3116.00,-7660.00,-70144.00,48504.00,157021.00,3280.00,16708.00,126837.00,10196.00,56668.00
2008:Q3,56833.00,-4212.00,-5460.00,-15148.00,-968.00,-45280.00,-7948.00,-10912.00,-23304.00,-3116.00,-7660.00,-70144.00,48504.00,157201.00,3276.00,16708.00,127017.00,10200.00,56848.00
2008:Q4,57812.00,-4208.00,-5460.00,-15148.00,-972.00,-45276.00,-7944.00,-10916.00,-23304.00,-3112.00,-7664.00,-70144.00,48504.00,158180.00,3280.00,16712.00,127988.00,10200.00,57824.00
2009:Q1,57844.00,-2628.00,3396.00,364.00,156.00,6056.00,3164.00,12748.00,-6556.00,-3300.00,-1952.00,-41804.00,-384.00,94640.00,-3028.00,-5348.00,76236.00,26780.00,57832.00
2009:Q2,58911.00,-2624.00,3400.00,360.00,156.00,6052.00,3168.00,12744.00,-6556.00,-3304.00,-1952.00,-41804.00,-384.00,95707.00,-3028.00,-5344.00,77299.00,26780.00,58896.00
2009:Q3,58046.00,-2628.00,3396.00,364.00,152.00,6056.00,3168.00,12748.00,-6560.00,-3300.00,-1952.00,-41804.00,-384.00,94846.00,-3028.00,-5344.00,76434.00,26784.00,58028.00
2009:Q4,54635.00,-2624.00,3396.00,360.00,156.00,6060.00,3168.00,12748.00,-6556.00,-3300.00,-1952.00,-41804.00,-384.00,91427.00,-3032.00,-5344.00,73023.00,26780.00,54616.00
2010:Q1,49562.00,2664.00,-220.00,-5148.00,-236.00,70496.00,-988.00,7352.00,2720.00,61412.00,1172.00,-4124.00,-6796.00,-8246.00,-7952.00,13364.00,-22946.00,9288.00,49544.00
2010:Q2,46988.00,2660.00,-220.00,-5148.00,-236.00,70496.00,-988.00,7348.00,2720.00,61416.00,1172.00,-4124.00,-6796.00,-10816.00,-7952.00,13360.00,-25512.00,9288.00,46972.00
2010:Q3,46377.00,2664.00,-220.00,-5148.00,-236.00,70500.00,-988.00,7352.00,2724.00,61412.00,1172.00,-4124.00,-6796.00,-11435.00,-7952.00,13364.00,-26131.00,9284.00,46360.00
2010:Q4,47268.00,2660.00,-220.00,-5152.00,-236.00,70496.00,-988.00,7352.00,2720.00,61412.00,1172.00,-4124.00,-6796.00,-10532.00,-7956.00,13360.00,-25224.00,9288.00,47252.00
2011:Q1,47689.00,1772.00,1208.00,-340.00,36.00,80460.00,1060.00,32932.00,712.00,45756.00,-2428.00,-72680.00,19156.00,20505.00,12696.00,1672.00,-15103.00,21240.00,47668.00
2011:Q2,48743.00,1768.00,1212.00,-340.00,36.00,80460.00,1064.00,32928.00,712.00,45756.00,-2432.00,-72680.00,19156.00,21563.00,12696.00,1672.00,-14045.00,21240.00,48724.00
2011:Q3,47412.00,1772.00,1208.00,-340.00,36.00,80460.00,1060.00,32932.00,712.00,45756.00,-2428.00,-72680.00,19156.00,20228.00,12696.00,1672.00,-15376.00,21236.00,47396.00
2011:Q4,42688.00,1772.00,1208.00,-340.00,36.00,80460.00,1060.00,32932.00,712.00,45756.00,-2428.00,-72680.00,19156.00,15504.00,12696.00,1672.00,-20104.00,21240.00,42672.00
2012:Q1,35347.00,-1044.00,-3336.00,-3988.00,-316.00,83900.00,-3632.00,35972.00,-9104.00,60664.00,-112.00,-10992.00,-37204.00,8439.00,-9980.00,-12384.00,10207.00,20596.00,35388.00
2012:Q2,27142.00,-1040.00,-3332.00,-3988.00,-312.00,83904.00,-3632.00,35972.00,-9104.00,60668.00,-116.00,-10992.00,-37204.00,222.00,-9980.00,-12384.00,1994.00,20592.00,27184.00
2012:Q3,18386.00,-1044.00,-3336.00,-3984.00,-316.00,83904.00,-3636.00,35976.00,-9100.00,60664.00,-112.00,-10992.00,-37204.00,-8530.00,-9980.00,-12384.00,-6762.00,20596.00,18428.00
2012:Q4,9244.00,-1044.00,-3332.00,-3988.00,-312.00,83904.00,-3632.00,35972.00,-9104.00,60668.00,-112.00,-10992.00,-37204.00,-17676.00,-9980.00,-12380.00,-15908.00,20592.00,9284.00
2013:Q1,829.00,280.00,4460.00,5336.00,420.00,74312.00,4864.00,-2664.00,-6168.00,78280.00,-1076.00,-186088.00,-6368.00,109553.00,-3632.00,-4136.00,117685.00,-364.00,804.00
2013:Q2,-6324.00,284.00,4464.00,5336.00,420.00,74308.00,4860.00,-2664.00,-6172.00,78284.00,-1076.00,-186088.00,-6368.00,102396.00,-3632.00,-4132.00,110528.00,-368.00,-6348.00
2013:Q3,-11951.00,280.00,4464.00,5336.00,420.00,74316.00,4864.00,-2664.00,-6168.00,78284.00,-1076.00,-186088.00,-6368.00,96765.00,-3632.00,-4132.00,104893.00,-364.00,-11976.00
2013:Q4,-15723.00,280.00,4460.00,5336.00,420.00,74312.00,4864.00,-2664.00,-6168.00,78280.00,-1076.00,-186088.00,-6368.00,93001.00,-3632.00,-4132.00,101133.00,-368.00,-15748.00
2014:Q1,-17765.00,2148.00,1964.00,2348.00,188.00,14508.00,2136.00,-5048.00,-2840.00,20260.00,104.00,-141532.00,980.00,101527.00,-3016.00,-3884.00,88031.00,20396.00,-17780.00
2014:Q2,-19609.00,2148.00,1964.00,2344.00,184.00,14520.00,2140.00,-5044.00,-2840.00,20264.00,104.00,-141532.00,980.00,99679.00,-3012.00,-3884.00,86179.00,20396.00,-19624.00
2014:Q3,-21289.00,2148.00,1964.00,2348.00,184.00,14516.00,2140.00,-5048.00,-2836.00,20260.00,104.00,-141532.00,980.00,97999.00,-3016.00,-3880.00,84499.00,20396.00,-21304.00
2014:Q4,-23092.00,2148.00,1964.00,2348.00,184.00,14508.00,2136.00,-5048.00,-2840.00,20260.00,104.00,-141532.00,980.00,96204.00,-3016.00,-3884.00,82708.00,20396.00,-23108.00
2015:Q1,-25189.00,804.00,500.00,-140.00,-300.00,23308.00,1216.00,6332.00,-2940.00,18700.00,-1196.00,-108520.00,-11088.00,71443.00,-2704.00,-5336.00,69431.00,10052.00,-25200.00
2015:Q2,-29455.00,704.00,788.00,-548.00,-216.00,19416.00,860.00,4500.00,-3424.00,17480.00,-3016.00,-110272.00,-8768.00,72457.00,-6388.00,-3984.00,70041.00,12788.00,-29468.00
2015:Q3,-35819.00,804.00,420.00,-236.00,-296.00,21060.00,1148.00,5972.00,-3724.00,17664.00,-2200.00,-114052.00,-7652.00,66333.00,-6956.00,-5156.00,68921.00,9524.00,-35832.00
2015:Q4,-44417.00,824.00,432.00,-232.00,-180.00,22344.00,1168.00,6092.00,-2940.00,18024.00,-1616.00,-115304.00,-10628.00,59943.00,-5532.00,-3444.00,59203.00,9716.00,-44432.00
2016:Q1,-44418.00,688.00,684.00,-280.00,-308.00,23960.00,76.00,5340.00,-3524.00,22068.00,-1656.00,-108528.00,-10240.00,51262.00,-9892.00,-8248.00,57506.00,11896.00,-44432.00
2016:Q2,-44417.00,588.00,388.00,-620.00,-324.00,19452.00,-252.00,5788.00,-3264.00,17180.00,-1712.00,-107772.00,-8040.00,53623.00,-10308.00,-8148.00,57135.00,14944.00,-44432.00
