date,FA644090085.Q,FA643020083.Q,FA643063083.Q,FA643065085.Q,FA643065183.Q,FA643065483.Q,FA643065583.Q,FA643093085.Q,FA644190085.Q,FA643163083.Q,FA644123085.Q,FA643168083.Q,FA643165005.Q,FA643165483.Q,FA643165583.Q,FA643193085.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,536.00,0.00,0.00,380.00,0.00,0.00,380.00,156.00,516.00,0.00,552.00,392.00,160.00,52.00,108.00,-36.00
1968:Q2,868.00,0.00,0.00,528.00,0.00,44.00,484.00,340.00,504.00,0.00,540.00,380.00,160.00,52.00,108.00,-36.00
1968:Q3,532.00,0.00,0.00,340.00,4.00,16.00,320.00,192.00,744.00,0.00,796.00,476.00,320.00,108.00,212.00,-52.00
1968:Q4,1048.00,0.00,0.00,680.00,0.00,48.00,632.00,368.00,964.00,0.00,1016.00,856.00,160.00,52.00,108.00,-52.00
1969:Q1,552.00,0.00,0.00,292.00,0.00,108.00,184.00,260.00,768.00,0.00,848.00,220.00,628.00,208.00,420.00,-80.00
1969:Q2,1080.00,0.00,0.00,556.00,4.00,92.00,460.00,524.00,412.00,64.00,360.00,316.00,44.00,12.00,32.00,-12.00
1969:Q3,832.00,0.00,0.00,356.00,4.00,128.00,224.00,476.00,500.00,200.00,288.00,248.00,40.00,16.00,24.00,12.00
1969:Q4,1928.00,0.00,0.00,872.00,4.00,272.00,596.00,1056.00,860.00,36.00,872.00,664.00,208.00,68.00,140.00,-48.00
1970:Q1,1372.00,0.00,0.00,212.00,12.00,396.00,-196.00,1160.00,164.00,656.00,-596.00,-608.00,12.00,4.00,8.00,104.00
1970:Q2,1456.00,0.00,0.00,696.00,8.00,180.00,508.00,760.00,780.00,308.00,452.00,392.00,60.00,20.00,40.00,20.00
1970:Q3,1604.00,0.00,0.00,736.00,4.00,192.00,540.00,868.00,244.00,0.00,276.00,-12.00,288.00,96.00,192.00,-32.00
1970:Q4,2848.00,0.00,0.00,1344.00,8.00,352.00,984.00,1504.00,1300.00,632.00,624.00,520.00,104.00,32.00,72.00,44.00
1971:Q1,1740.00,0.00,0.00,748.00,4.00,196.00,548.00,992.00,1448.00,364.00,1092.00,948.00,144.00,48.00,96.00,-8.00
1971:Q2,2248.00,0.00,0.00,1164.00,8.00,304.00,852.00,1084.00,1516.00,832.00,612.00,476.00,136.00,44.00,92.00,72.00
1971:Q3,2312.00,0.00,0.00,1156.00,0.00,368.00,788.00,1156.00,1580.00,-264.00,808.00,740.00,68.00,24.00,44.00,1036.00
1971:Q4,2716.00,0.00,0.00,1304.00,4.00,440.00,860.00,1412.00,2336.00,384.00,264.00,76.00,188.00,60.00,128.00,1688.00
1972:Q1,5048.00,0.00,0.00,1440.00,8.00,888.00,544.00,3608.00,4456.00,428.00,1900.00,1704.00,196.00,68.00,128.00,2128.00
1972:Q2,4920.00,0.00,0.00,1740.00,16.00,572.00,1152.00,3180.00,4272.00,404.00,1260.00,452.00,808.00,264.00,544.00,2608.00
1972:Q3,3432.00,0.00,0.00,1460.00,0.00,516.00,944.00,1972.00,3084.00,160.00,256.00,-192.00,448.00,148.00,300.00,2668.00
1972:Q4,5700.00,0.00,0.00,2684.00,8.00,964.00,1712.00,3016.00,5804.00,188.00,3432.00,3000.00,432.00,144.00,288.00,2184.00
1973:Q1,4840.00,0.00,0.00,1656.00,8.00,408.00,1240.00,3184.00,4328.00,476.00,4380.00,3888.00,492.00,160.00,332.00,-528.00
1973:Q2,5140.00,0.00,0.00,3188.00,0.00,1396.00,1792.00,1952.00,4684.00,560.00,4188.00,3636.00,552.00,184.00,368.00,-64.00
1973:Q3,4724.00,0.00,0.00,3372.00,28.00,948.00,2396.00,1352.00,4724.00,164.00,1732.00,1712.00,20.00,8.00,12.00,2828.00
1973:Q4,2752.00,0.00,0.00,1592.00,20.00,676.00,896.00,1160.00,4280.00,540.00,3400.00,3264.00,136.00,44.00,92.00,340.00
1974:Q1,1556.00,0.00,0.00,1148.00,8.00,500.00,640.00,408.00,3144.00,408.00,4312.00,4044.00,268.00,88.00,180.00,-1576.00
1974:Q2,896.00,0.00,0.00,-112.00,0.00,-32.00,-80.00,1008.00,2820.00,24.00,4508.00,4472.00,36.00,12.00,24.00,-1712.00
1974:Q3,-2464.00,0.00,0.00,108.00,-20.00,-300.00,428.00,-2572.00,140.00,-108.00,3016.00,2904.00,112.00,36.00,76.00,-2768.00
1974:Q4,-1496.00,0.00,0.00,-432.00,-4.00,68.00,-496.00,-1064.00,-52.00,176.00,768.00,668.00,100.00,32.00,68.00,-996.00
1975:Q1,-5560.00,0.00,0.00,-3844.00,-20.00,-1636.00,-2188.00,-1716.00,-2064.00,-784.00,-1908.00,-1900.00,-8.00,0.00,-8.00,628.00
1975:Q2,-10304.00,0.00,0.00,-3920.00,-20.00,-1544.00,-2356.00,-6384.00,-7776.00,-792.00,-5540.00,-5432.00,-108.00,-36.00,-72.00,-1444.00
1975:Q3,-10684.00,0.00,0.00,-4720.00,-20.00,-1668.00,-3032.00,-5964.00,-9632.00,-788.00,-5308.00,-5136.00,-172.00,-56.00,-116.00,-3536.00
1975:Q4,-6984.00,0.00,0.00,-3336.00,-16.00,-1152.00,-2168.00,-3648.00,-5340.00,-792.00,-3444.00,-3452.00,8.00,0.00,8.00,-1104.00
1976:Q1,-2488.00,0.00,0.00,-1188.00,-4.00,-416.00,-768.00,-1300.00,-1564.00,-392.00,-1748.00,-1992.00,244.00,80.00,164.00,576.00
1976:Q2,-2364.00,0.00,0.00,-1180.00,-4.00,-396.00,-780.00,-1184.00,-1924.00,76.00,-1236.00,-1724.00,488.00,164.00,324.00,-764.00
1976:Q3,-2496.00,0.00,0.00,-1184.00,-4.00,-384.00,-796.00,-1312.00,-1496.00,-84.00,-748.00,-1168.00,420.00,136.00,284.00,-664.00
1976:Q4,-2468.00,0.00,0.00,-1180.00,-4.00,-364.00,-812.00,-1288.00,-1392.00,-180.00,-1376.00,-2184.00,808.00,268.00,540.00,164.00
1977:Q1,-1032.00,0.00,0.00,-592.00,-4.00,-152.00,-436.00,-440.00,-1592.00,-104.00,-2020.00,-1940.00,-80.00,-28.00,-52.00,532.00
1977:Q2,-860.00,0.00,0.00,-592.00,0.00,-156.00,-436.00,-268.00,-3144.00,-108.00,-2596.00,-2228.00,-368.00,-120.00,-248.00,-440.00
1977:Q3,-1036.00,0.00,0.00,-596.00,-4.00,-156.00,-436.00,-440.00,-1668.00,20.00,-1268.00,-1040.00,-228.00,-76.00,-152.00,-420.00
1977:Q4,-844.00,0.00,0.00,-584.00,0.00,-148.00,-436.00,-260.00,-608.00,-84.00,-568.00,-484.00,-84.00,-28.00,-56.00,44.00
1978:Q1,-496.00,0.00,0.00,-132.00,-4.00,-56.00,-72.00,-364.00,-632.00,-340.00,-1780.00,-556.00,-1224.00,-404.00,-820.00,1488.00
1978:Q2,-128.00,0.00,0.00,-140.00,0.00,-56.00,-84.00,12.00,-284.00,-60.00,-792.00,-1372.00,580.00,192.00,388.00,568.00
1978:Q3,-552.00,0.00,0.00,-196.00,0.00,-68.00,-128.00,-356.00,-736.00,28.00,164.00,-468.00,632.00,208.00,424.00,-928.00
1978:Q4,640.00,0.00,0.00,-76.00,0.00,-40.00,-36.00,716.00,156.00,-248.00,368.00,-244.00,612.00,204.00,408.00,36.00
1979:Q1,128.00,0.00,0.00,-36.00,-4.00,0.00,-32.00,164.00,-152.00,-80.00,4.00,-224.00,228.00,76.00,152.00,-76.00
1979:Q2,84.00,0.00,0.00,-40.00,0.00,-4.00,-36.00,124.00,-224.00,72.00,-348.00,-296.00,-52.00,-20.00,-32.00,52.00
1979:Q3,68.00,0.00,0.00,-36.00,0.00,0.00,-36.00,104.00,-244.00,-344.00,-488.00,-336.00,-152.00,-48.00,-104.00,588.00
1979:Q4,-4.00,0.00,0.00,-40.00,-4.00,0.00,-36.00,36.00,-304.00,248.00,-432.00,-372.00,-60.00,-20.00,-40.00,-120.00
1980:Q1,-44.00,0.00,0.00,-96.00,0.00,-32.00,-64.00,52.00,-312.00,52.00,-148.00,-112.00,-36.00,-12.00,-24.00,-216.00
1980:Q2,-16.00,0.00,0.00,-92.00,0.00,-32.00,-60.00,76.00,-284.00,236.00,-232.00,-184.00,-48.00,-16.00,-32.00,-288.00
1980:Q3,-44.00,0.00,0.00,-88.00,0.00,-28.00,-60.00,44.00,-280.00,-232.00,-196.00,-152.00,-44.00,-16.00,-28.00,148.00
1980:Q4,-112.00,0.00,0.00,-92.00,0.00,-28.00,-64.00,-20.00,-300.00,44.00,-148.00,-112.00,-36.00,-12.00,-24.00,-196.00
1981:Q1,48.00,0.00,0.00,-40.00,0.00,-20.00,-20.00,88.00,-56.00,180.00,-108.00,-108.00,0.00,0.00,0.00,-128.00
1981:Q2,-24.00,0.00,0.00,-36.00,0.00,-20.00,-16.00,12.00,-44.00,-120.00,-104.00,-112.00,8.00,4.00,4.00,180.00
1981:Q3,-100.00,0.00,0.00,-36.00,0.00,-16.00,-20.00,-64.00,-108.00,156.00,-88.00,-112.00,24.00,8.00,16.00,-176.00
1981:Q4,-80.00,0.00,0.00,-36.00,0.00,-20.00,-16.00,-44.00,-148.00,-44.00,-64.00,-112.00,48.00,16.00,32.00,-40.00
1982:Q1,304.00,0.00,0.00,76.00,0.00,40.00,36.00,228.00,208.00,-16.00,-40.00,-128.00,88.00,28.00,60.00,264.00
1982:Q2,44.00,0.00,0.00,76.00,0.00,40.00,36.00,-32.00,-60.00,-16.00,228.00,92.00,136.00,44.00,92.00,-272.00
1982:Q3,252.00,0.00,0.00,80.00,0.00,40.00,40.00,172.00,112.00,-16.00,220.00,84.00,136.00,48.00,88.00,-92.00
1982:Q4,168.00,0.00,0.00,80.00,0.00,44.00,36.00,88.00,-48.00,-16.00,104.00,12.00,92.00,28.00,64.00,-136.00
1983:Q1,160.00,0.00,0.00,-60.00,-4.00,12.00,-68.00,220.00,-92.00,12.00,36.00,-24.00,60.00,20.00,40.00,-140.00
1983:Q2,76.00,0.00,0.00,-52.00,0.00,16.00,-68.00,128.00,-184.00,8.00,-300.00,-336.00,36.00,12.00,24.00,108.00
1983:Q3,-144.00,0.00,0.00,-56.00,0.00,12.00,-68.00,-88.00,-508.00,8.00,-204.00,-220.00,16.00,4.00,12.00,-312.00
1983:Q4,476.00,0.00,0.00,-48.00,0.00,16.00,-64.00,524.00,-116.00,12.00,-272.00,-260.00,-12.00,-4.00,-8.00,144.00
1984:Q1,3312.00,0.00,0.00,428.00,0.00,152.00,276.00,2884.00,2432.00,1632.00,368.00,36.00,332.00,112.00,220.00,432.00
1984:Q2,4024.00,0.00,0.00,436.00,0.00,140.00,296.00,3588.00,2796.00,1660.00,620.00,76.00,544.00,180.00,364.00,516.00
1984:Q3,4060.00,0.00,0.00,432.00,0.00,152.00,280.00,3628.00,2844.00,1660.00,572.00,52.00,520.00,172.00,348.00,612.00
1984:Q4,3512.00,0.00,0.00,316.00,0.00,124.00,192.00,3196.00,2684.00,1820.00,268.00,20.00,248.00,80.00,168.00,596.00
1985:Q1,1152.00,0.00,0.00,196.00,0.00,52.00,144.00,956.00,636.00,708.00,76.00,36.00,40.00,12.00,28.00,-148.00
1985:Q2,872.00,0.00,0.00,272.00,0.00,80.00,192.00,600.00,500.00,728.00,292.00,244.00,48.00,16.00,32.00,-520.00
1985:Q3,884.00,0.00,0.00,292.00,0.00,84.00,208.00,592.00,640.00,760.00,412.00,352.00,60.00,20.00,40.00,-532.00
1985:Q4,7760.00,0.00,0.00,4700.00,4.00,380.00,4316.00,3060.00,3500.00,576.00,480.00,408.00,72.00,24.00,48.00,2444.00
1986:Q1,2616.00,0.00,0.00,488.00,4.00,100.00,384.00,2128.00,3312.00,396.00,872.00,336.00,536.00,176.00,360.00,2044.00
1986:Q2,6108.00,0.00,0.00,644.00,0.00,136.00,508.00,5464.00,5924.00,1708.00,1244.00,336.00,908.00,300.00,608.00,2972.00
