date,FU574090055.Q,FU573020033.Q,FU573030033.Q,FU573034055.Q,FU572051033.Q,FU574022035.Q,FU573069133.Q,FU573061133.Q,FU573061733.Q,FU573063033.Q,FU573065033.Q,FU573064133.Q,FU573064255.Q,FU573090055.Q,FU573095505.Q,FU573074033.Q,FU573093033.Q,FU574090055.Q
1986:Q1,8948.00,-300.00,379.00,430.00,133.00,2955.00,25.00,737.00,339.00,1854.00,-342.00,-3353.00,893.00,8153.00,3016.00,10.00,5127.00,8948.00
1986:Q2,1846.00,-240.00,-1602.00,-90.00,-164.00,-1061.00,-389.00,-1163.00,-530.00,1021.00,-435.00,1391.00,237.00,3810.00,2439.00,15.00,1356.00,1846.00
1986:Q3,7345.00,-190.00,1163.00,679.00,259.00,1575.00,195.00,-419.00,-164.00,1963.00,-399.00,-1530.00,297.00,5491.00,2279.00,20.00,3192.00,7345.00
1986:Q4,18168.00,-76.00,1721.00,884.00,356.00,8621.00,310.00,-7713.00,-3312.00,19336.00,-415.00,369.00,271.00,6437.00,2837.00,54.00,3546.00,18168.00
1987:Q1,9871.00,-25.00,-3707.00,204.00,-189.00,11381.00,316.00,3643.00,4217.00,3205.00,229.00,-2726.00,1031.00,3673.00,5368.00,400.00,-2095.00,9871.00
1987:Q2,5612.00,-20.00,-1943.00,814.00,110.00,-1843.00,776.00,360.00,203.00,-3182.00,-30.00,3315.00,556.00,4653.00,7651.00,750.00,-3748.00,5612.00
1987:Q3,20620.00,-15.00,-3332.00,329.00,-138.00,2059.00,440.00,1527.00,858.00,-766.00,55.00,1038.00,421.00,20203.00,7539.00,1100.00,11564.00,20620.00
1987:Q4,9135.00,-8.00,-2929.00,495.00,-66.00,-673.00,583.00,403.00,226.00,-1885.00,-2.00,5885.00,-276.00,6709.00,8089.00,755.00,-2135.00,9135.00
1988:Q1,12426.00,150.00,3689.00,618.00,188.00,-7862.00,-632.00,-3668.00,630.00,-4192.00,309.00,6243.00,-383.00,9474.00,4297.00,200.00,4977.00,12426.00
1988:Q2,8014.00,350.00,4738.00,1181.00,347.00,278.00,-369.00,779.00,519.00,-651.00,604.00,-1590.00,-207.00,2313.00,4751.00,-300.00,-2138.00,8014.00
1988:Q3,11094.00,300.00,3356.00,482.00,62.00,-693.00,-756.00,469.00,313.00,-719.00,703.00,2068.00,-424.00,5240.00,2028.00,-900.00,4112.00,11094.00
1988:Q4,12744.00,183.00,2516.00,150.00,-77.00,-1076.00,-857.00,483.00,-650.00,-52.00,980.00,513.00,974.00,8581.00,5949.00,106.00,2526.00,12744.00
1989:Q1,7709.00,175.00,3761.00,785.00,413.00,-3707.00,168.00,-3290.00,640.00,-1225.00,-101.00,65.00,1038.00,5280.00,4307.00,584.00,389.00,7709.00
1989:Q2,7437.00,150.00,5360.00,1172.00,631.00,2834.00,378.00,1221.00,91.00,1144.00,289.00,-2284.00,1223.00,-1938.00,2915.00,734.00,-5587.00,7437.00
1989:Q3,9434.00,125.00,2565.00,200.00,205.00,5300.00,-111.00,2273.00,951.00,2187.00,477.00,-2234.00,1235.00,1561.00,2550.00,749.00,-1738.00,9434.00
1989:Q4,11417.00,113.00,6175.00,1258.00,705.00,3637.00,385.00,1580.00,383.00,1289.00,354.00,-7056.00,1589.00,4642.00,4419.00,760.00,-537.00,11417.00
1990:Q1,9710.00,-75.00,3197.00,971.00,506.00,1284.00,506.00,-2795.00,2090.00,1483.00,-60.00,-2873.00,1639.00,5121.00,6096.00,774.00,-1749.00,9710.00
1990:Q2,-1567.00,-200.00,-2056.00,-652.00,-234.00,7156.00,-234.00,2130.00,1296.00,3964.00,338.00,-125.00,2036.00,-7830.00,1372.00,814.00,-10016.00,-1567.00
1990:Q3,13844.00,50.00,-1223.00,-303.00,-117.00,745.00,-117.00,55.00,-778.00,1585.00,-55.00,2275.00,1156.00,11316.00,5101.00,824.00,5391.00,13844.00
1990:Q4,6626.00,-86.00,1445.00,456.00,264.00,779.00,264.00,-90.00,-922.00,1527.00,-86.00,804.00,1637.00,1413.00,3292.00,836.00,-2715.00,6626.00
1991:Q1,11825.00,-75.00,-2187.00,-882.00,99.00,4909.00,99.00,1523.00,690.00,2597.00,137.00,3339.00,2289.00,4196.00,4461.00,934.00,-1199.00,11825.00
1991:Q2,17552.00,-70.00,928.00,517.00,587.00,1929.00,587.00,459.00,-373.00,1256.00,-52.00,1096.00,2527.00,10090.00,7076.00,964.00,2050.00,17552.00
1991:Q3,15601.00,-70.00,3305.00,1343.00,1028.00,1452.00,1028.00,177.00,-657.00,904.00,-100.00,1050.00,2681.00,4912.00,5280.00,984.00,-1352.00,15601.00
1991:Q4,17149.00,-81.00,-2008.00,-288.00,182.00,4790.00,182.00,1445.00,612.00,2551.00,91.00,3943.00,3004.00,7516.00,6144.00,1027.00,345.00,17149.00
1992:Q1,14850.00,-45.00,-2333.00,104.00,234.00,932.00,234.00,204.00,-629.00,1123.00,-201.00,6076.00,6364.00,3719.00,5040.00,1003.00,-2324.00,14850.00
1992:Q2,17029.00,-18.00,-2517.00,68.00,199.00,-1293.00,199.00,-466.00,-1299.00,273.00,-290.00,11909.00,6657.00,2314.00,2553.00,1034.00,-1273.00,17029.00
1992:Q3,16989.00,-17.00,-716.00,732.00,578.00,7629.00,578.00,2107.00,1274.00,3670.00,61.00,6420.00,1872.00,430.00,-625.00,1103.00,-48.00,16989.00
1992:Q4,-11964.00,10.00,-2413.00,165.00,240.00,2350.00,240.00,604.00,-228.00,1734.00,-143.00,-4446.00,5398.00,-13125.00,-11588.00,1211.00,-2748.00,-11964.00
1993:Q1,29731.00,40.00,-617.00,2216.00,744.00,4480.00,744.00,589.00,-245.00,3392.00,238.00,18782.00,5597.00,-1749.00,-928.00,1087.00,-1908.00,29731.00
1993:Q2,19466.00,37.00,-1594.00,2057.00,595.00,-2998.00,595.00,-1604.00,-2437.00,448.00,-49.00,12037.00,8387.00,994.00,3872.00,1087.00,-3965.00,19466.00
1993:Q3,3449.00,34.00,-5532.00,188.00,-454.00,12022.00,-454.00,3090.00,2257.00,7129.00,585.00,-1528.00,5870.00,-7736.00,-3907.00,1137.00,-4966.00,3449.00
1993:Q4,4974.00,30.00,-2060.00,2103.00,47.00,-720.00,47.00,-816.00,-1648.00,1697.00,-936.00,-5371.00,9935.00,1946.00,2249.00,1636.00,-1939.00,4974.00
1994:Q1,35582.00,6.00,55.00,2505.00,173.00,116.00,173.00,2478.00,1644.00,-4179.00,92.00,-980.00,13840.00,19775.00,14868.00,1534.00,3373.00,35582.00
1994:Q2,35273.00,6.00,-1540.00,1635.00,-303.00,6817.00,-303.00,4434.00,3601.00,-915.00,439.00,12959.00,7419.00,7841.00,8106.00,1492.00,-1757.00,35273.00
1994:Q3,2351.00,6.00,-3299.00,294.00,-918.00,2112.00,-918.00,-334.00,2500.00,864.00,646.00,1215.00,6908.00,-4613.00,-6150.00,1486.00,51.00,2351.00
1994:Q4,-5697.00,128.00,-1815.00,996.00,-946.00,-4089.00,-946.00,14.00,2151.00,-5308.00,-2617.00,-14783.00,11892.00,5537.00,5296.00,1002.00,-761.00,-5697.00
1995:Q1,-4796.00,146.00,717.00,888.00,179.00,1534.00,179.00,184.00,442.00,729.00,167.00,-9486.00,10588.00,-9529.00,-12297.00,947.00,1821.00,-4796.00
1995:Q2,7709.00,145.00,-1008.00,2530.00,179.00,-307.00,179.00,-92.00,-187.00,-207.00,168.00,-10645.00,11630.00,5017.00,2249.00,948.00,1820.00,7709.00
1995:Q3,18803.00,146.00,290.00,1188.00,180.00,-5619.00,180.00,-1755.00,-1232.00,-2812.00,167.00,-1374.00,17376.00,6449.00,3682.00,947.00,1820.00,18803.00
1995:Q4,13006.00,155.00,-169.00,1876.00,178.00,-1465.00,178.00,-438.00,-345.00,-860.00,168.00,-9959.00,14481.00,7741.00,4972.00,948.00,1821.00,13006.00
1996:Q1,13833.00,150.00,-1340.00,2900.00,180.00,5344.00,180.00,1585.00,1104.00,2475.00,166.00,-7763.00,11445.00,2751.00,-15.00,947.00,1819.00,13833.00
1996:Q2,9364.00,150.00,-269.00,1756.00,178.00,-680.00,178.00,-321.00,-125.00,-412.00,167.00,-7450.00,11376.00,4136.00,1368.00,947.00,1821.00,9364.00
1996:Q3,11457.00,153.00,-1058.00,2708.00,180.00,-1826.00,180.00,-1244.00,-714.00,-48.00,168.00,-5158.00,10914.00,5376.00,2607.00,948.00,1821.00,11457.00
1996:Q4,9658.00,63.00,-2920.00,4098.00,1344.00,-1409.00,1344.00,-250.00,-32.00,-2471.00,172.00,-7654.00,11591.00,4373.00,-1889.00,947.00,5315.00,9658.00
1997:Q1,2279.00,326.00,-2793.00,4822.00,137.00,3649.00,137.00,225.00,165.00,3122.00,231.00,-14989.00,14478.00,-3582.00,-5873.00,288.00,2003.00,2279.00
1997:Q2,11671.00,174.00,-1161.00,2442.00,136.00,92.00,136.00,-845.00,-551.00,1352.00,242.00,-10703.00,13883.00,6566.00,4214.00,293.00,2059.00,11671.00
1997:Q3,10930.00,492.00,-4851.00,7389.00,137.00,1378.00,137.00,-370.00,-272.00,1883.00,254.00,-12534.00,13287.00,5378.00,2965.00,297.00,2116.00,10930.00
1997:Q4,18941.00,-45.00,3023.00,-1038.00,728.00,1083.00,728.00,-239.00,-217.00,811.00,-430.00,-9275.00,16884.00,8011.00,2291.00,2137.00,3583.00,18941.00
1998:Q1,33406.00,-445.00,3120.00,606.00,327.00,6992.00,327.00,2593.00,4105.00,-33.00,51.00,7104.00,12247.00,3404.00,128.00,1644.00,1632.00,33406.00
1998:Q2,23767.00,-455.00,4108.00,539.00,328.00,3205.00,328.00,2447.00,-1718.00,2148.00,52.00,5157.00,13812.00,-2979.00,-6483.00,1812.00,1692.00,23767.00
1998:Q3,21648.00,-459.00,3115.00,773.00,268.00,5833.00,268.00,1041.00,2249.00,2275.00,145.00,-2708.00,17098.00,-2417.00,-5964.00,1988.00,1559.00,21648.00
1998:Q4,24543.00,-62.00,2914.00,1186.00,189.00,-3268.00,189.00,912.00,-4524.00,155.00,-79.00,12898.00,11652.00,-887.00,-369.00,-599.00,81.00,24543.00
1999:Q1,-6975.00,288.00,-5748.00,4070.00,990.00,2309.00,563.00,-2127.00,2819.00,1054.00,452.00,-26737.00,15985.00,1416.00,1423.00,-2712.00,2705.00,-6975.00
1999:Q2,2043.00,228.00,-4633.00,2815.00,136.00,1856.00,563.00,-532.00,1014.00,811.00,452.00,-13575.00,14886.00,-122.00,-117.00,-2711.00,2706.00,2043.00
1999:Q3,7893.00,179.00,-6836.00,5146.00,564.00,1798.00,564.00,168.00,220.00,846.00,452.00,-20580.00,18635.00,8535.00,8541.00,-2712.00,2706.00,7893.00
1999:Q4,17326.00,456.00,-2252.00,546.00,562.00,4338.00,562.00,722.00,2214.00,840.00,452.00,13160.00,10359.00,-10295.00,-10289.00,-2711.00,2705.00,17326.00
2000:Q1,26015.00,224.00,-191.00,285.00,331.00,8175.00,331.00,141.00,8141.00,-438.00,309.00,3286.00,13409.00,187.00,-2445.00,-72.00,2704.00,26015.00
2000:Q2,6316.00,390.00,163.00,13.00,710.00,-5464.00,710.00,592.00,-4965.00,-1801.00,353.00,-5884.00,17347.00,-1312.00,-5430.00,-307.00,4425.00,6316.00
2000:Q3,7375.00,678.00,-756.00,2913.00,1258.00,-769.00,1258.00,2470.00,-1086.00,-3411.00,394.00,-10422.00,15228.00,-1149.00,-7251.00,-544.00,6646.00,7375.00
2000:Q4,16167.00,783.00,1711.00,864.00,1637.00,-879.00,1637.00,-857.00,3545.00,-5204.00,439.00,-7727.00,19213.00,126.00,-7455.00,-779.00,8360.00,16167.00
2001:Q1,-21578.00,-1309.00,-847.00,-3551.00,-6498.00,5487.00,-6498.00,1553.00,1767.00,8665.00,-2543.00,15469.00,18527.00,-46313.00,-14636.00,5969.00,-37646.00,-21578.00
2001:Q2,23374.00,1.00,-24.00,-194.00,-123.00,-9647.00,-123.00,-4730.00,-794.00,-4000.00,-79.00,13350.00,12131.00,7959.00,10359.00,-1240.00,-1160.00,23374.00
2001:Q3,6866.00,-30.00,-134.00,-389.00,-277.00,-8071.00,-277.00,685.00,-6910.00,-1569.00,-32.00,19295.00,19394.00,-22890.00,-21309.00,-1095.00,-486.00,6866.00
2001:Q4,34162.00,-78.00,-319.00,-1557.00,-494.00,-4471.00,-494.00,-4571.00,4994.00,-4400.00,-155.00,16897.00,10557.00,13782.00,18518.00,-2456.00,-2280.00,34162.00
2002:Q1,65136.00,327.00,1266.00,1120.00,1658.00,12417.00,1654.00,6177.00,2808.00,1778.00,422.00,4698.00,12603.00,30625.00,17910.00,6480.00,6235.00,65136.00
2002:Q2,-24380.00,33.00,120.00,5039.00,107.00,4308.00,107.00,-144.00,-1043.00,5388.00,12.00,-23525.00,16148.00,-26622.00,-26923.00,114.00,187.00,-24380.00
2002:Q3,-20177.00,32.00,114.00,3116.00,102.00,10433.00,102.00,960.00,667.00,8704.00,-38.00,-20088.00,16970.00,-30818.00,-29901.00,-348.00,-569.00,-20177.00
2002:Q4,6450.00,34.00,120.00,143.00,108.00,806.00,108.00,1231.00,-1104.00,571.00,-24.00,-10597.00,10670.00,5190.00,5761.00,-216.00,-355.00,6450.00
2003:Q1,63745.00,47.00,167.00,-1176.00,149.00,1043.00,149.00,1435.00,1566.00,-2107.00,63.00,48180.00,17393.00,-2121.00,-3631.00,565.00,945.00,63745.00
2003:Q2,30505.00,29.00,103.00,292.00,92.00,-2323.00,92.00,-1353.00,-229.00,-833.00,-67.00,3774.00,11901.00,16704.00,18291.00,-602.00,-985.00,30505.00
2003:Q3,9431.00,21.00,77.00,343.00,70.00,290.00,70.00,-207.00,163.00,264.00,4.00,-18498.00,15296.00,11828.00,11738.00,34.00,56.00,9431.00
2003:Q4,28227.00,11.00,37.00,27.00,33.00,-57.00,33.00,-13.00,361.00,-438.00,-15.00,-2692.00,12656.00,18227.00,18594.00,-140.00,-227.00,28227.00
2004:Q1,19190.00,-1.00,-2.00,-108.00,-7.00,-1102.00,1.00,68.00,-265.00,-906.00,-123.00,1621.00,19392.00,-480.00,2461.00,-1115.00,-1826.00,19190.00
2004:Q2,25525.00,9.00,31.00,212.00,28.00,2783.00,28.00,657.00,664.00,1434.00,-5.00,2055.00,20464.00,-52.00,61.00,-43.00,-70.00,25525.00
2004:Q3,43067.00,14.00,51.00,267.00,45.00,4793.00,45.00,1085.00,1179.00,2484.00,97.00,14014.00,20514.00,3272.00,955.00,879.00,1438.00,43067.00
2004:Q4,46529.00,16.00,54.00,183.00,49.00,2089.00,49.00,247.00,1566.00,227.00,-94.00,13203.00,16011.00,15018.00,17256.00,-850.00,-1388.00,46529.00
2005:Q1,18903.00,19.00,72.00,383.00,72.00,1499.00,54.00,445.00,371.00,629.00,-13.00,-4012.00,21845.00,-962.00,-640.00,-121.00,-201.00,18903.00
2005:Q2,24448.00,17.00,62.00,343.00,55.00,1705.00,55.00,53.00,679.00,918.00,46.00,-672.00,19547.00,3345.00,3925.00,413.00,-993.00,24448.00
2005:Q3,28613.00,34.00,120.00,665.00,108.00,4784.00,108.00,931.00,1327.00,2418.00,27.00,-23.00,18105.00,4793.00,5805.00,245.00,-1257.00,28613.00
2005:Q4,24742.00,43.00,152.00,747.00,137.00,1861.00,137.00,339.00,511.00,874.00,-57.00,-1374.00,19802.00,3431.00,6382.00,-517.00,-2434.00,24742.00
2006:Q1,27956.00,53.00,186.00,979.00,168.00,5580.00,168.00,419.00,2706.00,2287.00,-39.00,1103.00,18048.00,1878.00,5020.00,-352.00,-2790.00,27956.00
2006:Q2,24410.00,48.00,170.00,1162.00,153.00,6356.00,213.00,482.00,3392.00,2269.00,-63.00,-5480.00,21882.00,182.00,2905.00,-481.00,-2242.00,24410.00
2006:Q3,35445.00,53.00,190.00,1159.00,170.00,10809.00,110.00,3455.00,3476.00,3768.00,-63.00,2681.00,18427.00,2019.00,4674.00,-478.00,-2177.00,35445.00
2006:Q4,32727.00,54.00,192.00,1097.00,172.00,1050.00,111.00,-1541.00,3705.00,-1225.00,-62.00,6391.00,16845.00,6988.00,5570.00,-473.00,1891.00,32727.00
2007:Q1,18770.00,112.00,54.00,1832.00,0.00,1670.00,126.00,433.00,-262.00,1373.00,127.00,-6339.00,11125.00,10189.00,4487.00,518.00,5184.00,18770.00
2007:Q2,23252.00,112.00,54.00,1904.00,0.00,1670.00,126.00,432.00,-261.00,1373.00,126.00,-6339.00,12503.00,13222.00,7520.00,519.00,5183.00,23252.00
2007:Q3,19336.00,112.00,54.00,1986.00,0.00,1670.00,125.00,433.00,-262.00,1374.00,126.00,-6339.00,11176.00,10551.00,4849.00,518.00,5184.00,19336.00
2007:Q4,16944.00,111.00,54.00,1818.00,0.00,1669.00,126.00,432.00,-262.00,1373.00,126.00,-6339.00,11906.00,7599.00,1897.00,519.00,5183.00,16944.00
2008:Q1,7583.00,-364.00,169.00,5430.00,0.00,11117.00,395.00,3746.00,5048.00,1928.00,-87.00,3107.00,2311.00,-14100.00,-11151.00,-493.00,-2456.00,7583.00
2008:Q2,17779.00,-364.00,169.00,5071.00,0.00,11115.00,394.00,3746.00,5047.00,1928.00,-86.00,3107.00,6157.00,-7390.00,-4442.00,-493.00,-2455.00,17779.00
2008:Q3,5256.00,-364.00,169.00,5286.00,0.00,11117.00,395.00,3746.00,5048.00,1928.00,-87.00,3107.00,1927.00,-15899.00,-12950.00,-493.00,-2456.00,5256.00
2008:Q4,3769.00,-364.00,169.00,5974.00,0.00,11115.00,394.00,3746.00,5047.00,1928.00,-87.00,3107.00,2774.00,-18919.00,-15971.00,-492.00,-2456.00,3769.00
2009:Q1,26510.00,15.00,-82.00,-2251.00,0.00,1130.00,-193.00,4616.00,73.00,-3366.00,-124.00,-10544.00,22816.00,15550.00,16100.00,-815.00,265.00,26510.00
2009:Q2,38473.00,14.00,-83.00,-2865.00,0.00,1132.00,-193.00,4616.00,74.00,-3365.00,-124.00,-10544.00,24771.00,26172.00,26721.00,-815.00,266.00,38473.00
2009:Q3,37616.00,14.00,-83.00,-2895.00,0.00,1130.00,-193.00,4616.00,73.00,-3366.00,-124.00,-10544.00,23797.00,26321.00,26871.00,-815.00,265.00,37616.00
2009:Q4,32483.00,14.00,-82.00,-2743.00,0.00,1130.00,-193.00,4616.00,73.00,-3366.00,-123.00,-10544.00,23482.00,21349.00,21899.00,-815.00,265.00,32483.00
2010:Q1,38393.00,-133.00,-43.00,-1443.00,0.00,11426.00,-99.00,5606.00,970.00,4949.00,401.00,6434.00,16890.00,4861.00,3139.00,505.00,1217.00,38393.00
2010:Q2,26516.00,-133.00,-42.00,-1376.00,0.00,11426.00,-99.00,5606.00,970.00,4949.00,401.00,6434.00,13922.00,-4116.00,-5838.00,505.00,1217.00,26516.00
2010:Q3,39679.00,-133.00,-43.00,-1410.00,0.00,11426.00,-99.00,5606.00,970.00,4949.00,401.00,6434.00,15319.00,7685.00,5962.00,506.00,1217.00,39679.00
2010:Q4,39244.00,-133.00,-42.00,-1454.00,0.00,11426.00,-99.00,5606.00,970.00,4949.00,400.00,6434.00,16036.00,6577.00,4855.00,505.00,1217.00,39244.00
2011:Q1,22555.00,930.00,138.00,4243.00,0.00,-1359.00,322.00,1368.00,-2542.00,-507.00,-546.00,-2490.00,9408.00,12231.00,6368.00,322.00,5541.00,22555.00
2011:Q2,18556.00,930.00,138.00,4311.00,0.00,-1358.00,323.00,1368.00,-2542.00,-507.00,-545.00,-2490.00,8613.00,8957.00,3094.00,322.00,5541.00,18556.00
2011:Q3,5004.00,929.00,139.00,4583.00,0.00,-1357.00,323.00,1369.00,-2542.00,-507.00,-546.00,-2490.00,5612.00,-1866.00,-7729.00,322.00,5541.00,5004.00
2011:Q4,23697.00,930.00,138.00,4251.00,0.00,-1359.00,322.00,1368.00,-2542.00,-507.00,-546.00,-2490.00,9371.00,13402.00,7539.00,322.00,5541.00,23697.00
2012:Q1,30404.00,-229.00,-108.00,-3369.00,0.00,14737.00,-251.00,6873.00,2761.00,5354.00,327.00,-3177.00,16644.00,5579.00,2180.00,15.00,3384.00,30404.00
2012:Q2,27527.00,-228.00,-107.00,-3152.00,0.00,14737.00,-251.00,6874.00,2760.00,5354.00,327.00,-3177.00,14851.00,4276.00,876.00,16.00,3384.00,27527.00
2012:Q3,33453.00,-229.00,-108.00,-3173.00,0.00,14738.00,-251.00,6873.00,2761.00,5355.00,328.00,-3177.00,15056.00,10018.00,6619.00,15.00,3384.00,33453.00
2012:Q4,29700.00,-228.00,-108.00,-3138.00,0.00,14736.00,-251.00,6873.00,2760.00,5354.00,327.00,-3177.00,14211.00,7077.00,3676.00,16.00,3385.00,29700.00
2013:Q1,30037.00,-168.00,57.00,1710.00,0.00,3864.00,132.00,168.00,90.00,3474.00,94.00,-5408.00,33305.00,-3417.00,-10812.00,415.00,6980.00,30037.00
2013:Q2,39237.00,-167.00,57.00,1913.00,0.00,3865.00,133.00,168.00,90.00,3474.00,95.00,-5408.00,32068.00,6814.00,-583.00,416.00,6981.00,39237.00
2013:Q3,43583.00,-167.00,57.00,1883.00,0.00,3864.00,133.00,168.00,90.00,3473.00,94.00,-5408.00,32570.00,10690.00,3294.00,415.00,6981.00,43583.00
2013:Q4,43821.00,-167.00,57.00,1734.00,0.00,3863.00,133.00,167.00,89.00,3474.00,95.00,-5408.00,32312.00,11335.00,3939.00,415.00,6981.00,43821.00
2014:Q1,-3470.00,276.00,-15.00,-354.00,0.00,1777.00,-35.00,199.00,107.00,1506.00,389.00,-10594.00,10045.00,-4994.00,-6619.00,255.00,1370.00,-3470.00
2014:Q2,4854.00,277.00,-15.00,-361.00,0.00,1776.00,-34.00,199.00,106.00,1505.00,389.00,-10594.00,9636.00,3746.00,2123.00,254.00,1369.00,4854.00
2014:Q3,149.00,276.00,-14.00,-338.00,0.00,1779.00,-34.00,200.00,107.00,1506.00,389.00,-10594.00,8779.00,-128.00,-1752.00,254.00,1370.00,149.00
2014:Q4,5324.00,277.00,-15.00,-403.00,0.00,1776.00,-35.00,199.00,106.00,1506.00,389.00,-10594.00,11110.00,2784.00,1159.00,255.00,1370.00,5324.00
2015:Q1,41730.00,-695.00,344.00,-7837.00,0.00,6174.00,1024.00,8569.00,-5571.00,2152.00,-1059.00,-607.00,20441.00,24969.00,4803.00,-62.00,20228.00,41730.00
2015:Q2,21797.00,117.00,8.00,1047.00,0.00,3695.00,106.00,1986.00,-780.00,2383.00,92.00,-6433.00,21161.00,2110.00,-1302.00,33.00,3379.00,21797.00
2015:Q3,5836.00,419.00,229.00,2577.00,0.00,8403.00,453.00,3328.00,630.00,3992.00,137.00,3714.00,-10522.00,879.00,-3858.00,197.00,4540.00,5836.00
2015:Q4,29691.00,389.00,212.00,-85.00,0.00,5624.00,405.00,1901.00,265.00,3053.00,83.00,2777.00,12632.00,8059.00,2132.00,-7.00,5934.00,29691.00
2016:Q1,55922.00,456.00,249.00,1947.00,0.00,4297.00,482.00,1362.00,20.00,2433.00,133.00,3785.00,37628.00,7427.00,2185.00,173.00,5069.00,55922.00
2016:Q2,20636.00,438.00,211.00,307.00,0.00,6118.00,494.00,2972.00,-505.00,3157.00,70.00,524.00,3883.00,9085.00,1784.00,179.00,7122.00,20636.00
2016:Q3,18751.00,228.00,109.00,368.00,0.00,3895.00,253.00,1607.00,-128.00,2163.00,54.00,439.00,7241.00,6417.00,2806.00,83.00,3528.00,18751.00
