date,FU224090045.Q,FU223020043.Q,FU223030045.Q,FU223034043.Q,FU222051043.Q,FU224022045.Q,FU223069143.Q,FU223061143.Q,FU223061743.Q,FU223062043.Q,FU223063045.Q,FU223065043.Q,FU223064145.Q,FU223064243.Q,FU223090045.Q,FU223073045.Q,FU223093043.Q,FU224190043.Q
1985:Q4,11325.00,-145.00,-822.00,1427.00,680.00,5742.00,680.00,5473.00,-3432.00,-97.00,3118.00,-12.00,9339.00,0.00,-4884.00,-4934.00,50.00,11328.00
1986:Q1,11239.00,-51.00,745.00,67.00,714.00,6042.00,714.00,9645.00,-3223.00,-190.00,-904.00,91.00,6310.00,2.00,-2681.00,-2780.00,99.00,11243.00
1986:Q2,11547.00,-100.00,111.00,-14.00,766.00,7434.00,766.00,3479.00,1123.00,258.00,1808.00,-203.00,4920.00,-663.00,-705.00,-796.00,91.00,11550.00
1986:Q3,11914.00,299.00,-2588.00,107.00,875.00,12788.00,875.00,6097.00,1881.00,-161.00,4096.00,167.00,6459.00,-852.00,-5341.00,-5332.00,-9.00,11917.00
1986:Q4,12204.00,583.00,-1704.00,138.00,915.00,18217.00,915.00,10725.00,242.00,-326.00,6661.00,186.00,6350.00,-397.00,-12084.00,-12115.00,31.00,12207.00
1987:Q1,12220.00,627.00,-2488.00,32.00,941.00,11563.00,941.00,7486.00,1770.00,-156.00,1522.00,-217.00,8554.00,1675.00,-8468.00,-8536.00,68.00,12224.00
1987:Q2,12593.00,592.00,-1650.00,128.00,959.00,6084.00,959.00,6688.00,1394.00,53.00,-3010.00,-105.00,11386.00,1541.00,-6342.00,-6337.00,-5.00,12597.00
1987:Q3,12881.00,411.00,-734.00,52.00,759.00,4291.00,759.00,5911.00,1616.00,41.00,-4036.00,180.00,8206.00,1529.00,-1813.00,-1667.00,-146.00,12885.00
1987:Q4,12966.00,132.00,197.00,78.00,343.00,9962.00,343.00,3452.00,34.00,161.00,5972.00,-77.00,4226.00,-822.00,-1073.00,-1025.00,-48.00,12970.00
1988:Q1,12937.00,8.00,545.00,97.00,-25.00,4055.00,-25.00,4704.00,-2634.00,-141.00,2151.00,117.00,6115.00,-377.00,2402.00,2446.00,-44.00,12943.00
1988:Q2,13186.00,243.00,104.00,158.00,-347.00,8113.00,-347.00,-630.00,-759.00,75.00,9774.00,189.00,3894.00,-306.00,1138.00,1182.00,-44.00,13192.00
1988:Q3,13816.00,-359.00,623.00,56.00,-432.00,5250.00,-432.00,5800.00,-11.00,-120.00,13.00,-51.00,9023.00,-935.00,641.00,612.00,29.00,13822.00
1988:Q4,14529.00,-326.00,628.00,3.00,-285.00,4081.00,-285.00,1919.00,-4210.00,-89.00,6746.00,17.00,3819.00,-438.00,7030.00,5425.00,1605.00,14535.00
1989:Q1,15004.00,-725.00,1007.00,99.00,137.00,10569.00,137.00,398.00,2573.00,-66.00,7527.00,-471.00,1852.00,-203.00,2739.00,2123.00,616.00,15010.00
1989:Q2,15945.00,-92.00,295.00,171.00,33.00,10687.00,33.00,607.00,6008.00,-64.00,4103.00,-14.00,3526.00,-58.00,1397.00,211.00,1186.00,15951.00
1989:Q3,16770.00,-295.00,432.00,11.00,173.00,5241.00,173.00,1534.00,3465.00,-67.00,136.00,177.00,3501.00,112.00,7418.00,6137.00,1281.00,16776.00
1989:Q4,17235.00,-127.00,210.00,181.00,-823.00,4736.00,-823.00,-802.00,3810.00,-68.00,2619.00,4.00,5170.00,-404.00,8288.00,7219.00,1069.00,17241.00
1990:Q1,17159.00,619.00,-581.00,138.00,266.00,16475.00,266.00,10368.00,3011.00,211.00,2619.00,-118.00,-1161.00,-186.00,1707.00,1367.00,340.00,17167.00
1990:Q2,17541.00,528.00,-526.00,-116.00,1441.00,7235.00,1441.00,5537.00,1871.00,7.00,-1621.00,62.00,4553.00,881.00,3483.00,2263.00,1220.00,17549.00
1990:Q3,17861.00,398.00,-151.00,-75.00,410.00,2422.00,410.00,1846.00,5170.00,-241.00,-4763.00,68.00,7305.00,-791.00,8275.00,8479.00,-204.00,17869.00
1990:Q4,17998.00,258.00,-101.00,53.00,413.00,-6371.00,413.00,-1912.00,1596.00,228.00,-6696.00,750.00,11832.00,599.00,10565.00,10359.00,206.00,18006.00
1991:Q1,17856.00,-608.00,6957.00,-69.00,1552.00,4587.00,1552.00,8909.00,84.00,-109.00,-5849.00,501.00,8766.00,1526.00,-5356.00,-1435.00,-3921.00,17864.00
1991:Q2,18538.00,274.00,-2428.00,82.00,2730.00,3934.00,2730.00,1609.00,1716.00,123.00,-2244.00,-240.00,5575.00,660.00,7951.00,7098.00,853.00,18546.00
1991:Q3,19576.00,-1602.00,-2328.00,202.00,4355.00,-2921.00,4355.00,-14805.00,-100.00,62.00,7567.00,353.00,10076.00,1651.00,9790.00,9521.00,269.00,19583.00
1991:Q4,20698.00,769.00,-1074.00,-56.00,-2002.00,-3798.00,-2002.00,1546.00,-6513.00,70.00,3101.00,211.00,14670.00,1183.00,10795.00,11206.00,-411.00,20705.00
1992:Q1,21637.00,153.00,-422.00,20.00,431.00,9688.00,431.00,6410.00,-2630.00,-65.00,5542.00,-713.00,2108.00,1113.00,9259.00,9142.00,117.00,21647.00
1992:Q2,22629.00,475.00,-48.00,9.00,1386.00,5218.00,1386.00,6055.00,-6172.00,-20.00,3969.00,893.00,5224.00,1216.00,8256.00,8253.00,3.00,22639.00
1992:Q3,23496.00,1974.00,-448.00,111.00,2888.00,16400.00,2888.00,19718.00,-1200.00,-156.00,-4850.00,-760.00,656.00,198.00,2477.00,3181.00,-704.00,23506.00
1992:Q4,23700.00,106.00,-968.00,16.00,1107.00,6266.00,1107.00,5857.00,-8275.00,67.00,7510.00,147.00,5860.00,1736.00,9430.00,8923.00,507.00,23711.00
1993:Q1,23151.00,-679.00,649.00,340.00,539.00,-1236.00,539.00,1416.00,-7021.00,15.00,3815.00,-808.00,15645.00,1223.00,7478.00,7385.00,93.00,23164.00
1993:Q2,23335.00,293.00,1010.00,320.00,1125.00,11732.00,1125.00,6428.00,-662.00,157.00,4684.00,-1139.00,-682.00,1343.00,9333.00,9245.00,88.00,23348.00
1993:Q3,23653.00,-669.00,-47.00,23.00,-6457.00,17073.00,-6457.00,10455.00,2071.00,605.00,10399.00,549.00,6218.00,1817.00,5146.00,5569.00,-423.00,23666.00
1993:Q4,23911.00,1159.00,-2324.00,335.00,562.00,1212.00,562.00,-4383.00,1647.00,149.00,3237.00,-526.00,12074.00,1686.00,9733.00,9926.00,-193.00,23925.00
1994:Q1,23762.00,-1143.00,-361.00,388.00,-50.00,5334.00,-50.00,6885.00,4792.00,-655.00,-5638.00,108.00,6453.00,1071.00,11962.00,12249.00,-287.00,23771.00
1994:Q2,24428.00,318.00,-349.00,251.00,2510.00,-494.00,2510.00,-3694.00,4426.00,129.00,-3865.00,304.00,8276.00,1310.00,12302.00,12050.00,252.00,24437.00
1994:Q3,25062.00,1343.00,-2884.00,44.00,2184.00,654.00,2184.00,-3271.00,-6624.00,259.00,8106.00,83.00,2192.00,2135.00,19311.00,18754.00,557.00,25071.00
1994:Q4,25358.00,-400.00,-153.00,151.00,2732.00,3928.00,2732.00,-1816.00,1482.00,8.00,1522.00,175.00,9146.00,14615.00,-4836.00,-4792.00,-44.00,25368.00
1995:Q1,25065.00,-1598.00,53.00,113.00,1694.00,20412.00,1694.00,9419.00,4793.00,-59.00,4565.00,198.00,-4550.00,3858.00,4885.00,5245.00,-360.00,25075.00
1995:Q2,25615.00,-452.00,58.00,372.00,1738.00,1377.00,1738.00,-7752.00,3402.00,78.00,3911.00,161.00,6159.00,3173.00,13029.00,12675.00,354.00,25625.00
1995:Q3,26226.00,458.00,1615.00,171.00,-1874.00,2225.00,-1874.00,-5939.00,8125.00,243.00,1670.00,188.00,8550.00,1833.00,13060.00,12807.00,253.00,26237.00
1995:Q4,26616.00,-938.00,255.00,280.00,2094.00,6345.00,2094.00,-3088.00,6926.00,456.00,-43.00,192.00,8006.00,1864.00,8518.00,8551.00,-33.00,26627.00
1996:Q1,26736.00,565.00,505.00,436.00,-5049.00,15176.00,-5049.00,5334.00,6113.00,441.00,8337.00,188.00,-2022.00,-331.00,17268.00,16913.00,355.00,26745.00
1996:Q2,27130.00,1111.00,-1098.00,263.00,1751.00,14195.00,1751.00,7539.00,983.00,-974.00,4896.00,198.00,-2249.00,23.00,12936.00,12654.00,282.00,27139.00
1996:Q3,27785.00,1303.00,-1597.00,395.00,-606.00,-11578.00,-606.00,-7628.00,-5177.00,-801.00,2634.00,202.00,22989.00,383.00,16294.00,16464.00,-170.00,27795.00
1996:Q4,28097.00,280.00,19.00,604.00,649.00,9964.00,649.00,-648.00,3585.00,65.00,6313.00,208.00,-555.00,2143.00,14785.00,14534.00,251.00,28108.00
1997:Q1,27773.00,-2113.00,2728.00,734.00,-827.00,19531.00,-827.00,-1653.00,10141.00,1490.00,10380.00,212.00,647.00,-55.00,6916.00,7499.00,-583.00,27783.00
1997:Q2,28384.00,3467.00,-2719.00,363.00,4838.00,16517.00,4838.00,3769.00,35.00,8.00,7867.00,214.00,-4552.00,4314.00,5942.00,5705.00,237.00,28394.00
1997:Q3,29050.00,-2315.00,521.00,1142.00,-85.00,15387.00,-84.00,8624.00,2810.00,408.00,3629.00,222.00,5170.00,2315.00,6693.00,6535.00,158.00,29061.00
1997:Q4,29459.00,-1191.00,-403.00,-187.00,-3532.00,7611.00,-3533.00,-4534.00,5398.00,-964.00,11244.00,225.00,8174.00,1914.00,16848.00,16601.00,247.00,29470.00
1998:Q1,29251.00,1352.00,-767.00,66.00,8311.00,15283.00,8311.00,-6851.00,3110.00,577.00,10136.00,1066.00,-13948.00,5387.00,12501.00,12314.00,187.00,29263.00
1998:Q2,30030.00,944.00,-32.00,49.00,-1088.00,17588.00,-1088.00,1064.00,7925.00,147.00,9540.00,2008.00,-7791.00,-50.00,18402.00,18251.00,151.00,30043.00
1998:Q3,30828.00,139.00,96.00,43.00,2470.00,14193.00,2470.00,-5387.00,6779.00,-76.00,10407.00,818.00,-4606.00,-262.00,17937.00,18050.00,-113.00,30841.00
1998:Q4,31291.00,2224.00,266.00,147.00,-777.00,11333.00,-777.00,4753.00,1284.00,1101.00,4972.00,911.00,-1805.00,6924.00,12068.00,12059.00,9.00,31304.00
1999:Q1,31046.00,-2373.00,186.00,597.00,3505.00,18059.00,3505.00,-1113.00,7002.00,1284.00,7381.00,383.00,-12165.00,3851.00,19003.00,18557.00,446.00,31059.00
1999:Q2,31812.00,1850.00,-518.00,422.00,-128.00,3766.00,-128.00,2327.00,1826.00,-1295.00,1036.00,1175.00,5227.00,-981.00,20999.00,20733.00,266.00,31824.00
1999:Q3,32571.00,-80.00,469.00,768.00,-1650.00,9815.00,-1650.00,-9000.00,-2093.00,-119.00,22677.00,-113.00,5506.00,-3061.00,20917.00,20871.00,46.00,32583.00
1999:Q4,32968.00,-145.00,-428.00,48.00,1116.00,10599.00,1116.00,-5966.00,16183.00,-78.00,-656.00,1832.00,-4727.00,2273.00,22400.00,21856.00,544.00,32980.00
2000:Q1,33001.00,1875.00,708.00,16.00,5025.00,13697.00,5025.00,-1924.00,-4522.00,-144.00,15262.00,-1387.00,-6976.00,3657.00,16386.00,16523.00,-137.00,33015.00
2000:Q2,33413.00,1678.00,469.00,307.00,-221.00,3673.00,2252.00,-2014.00,18791.00,-64.00,-15292.00,441.00,7120.00,10421.00,9525.00,9270.00,255.00,33428.00
2000:Q3,34238.00,-222.00,1869.00,807.00,-3322.00,5874.00,-847.00,-9415.00,15791.00,-564.00,909.00,-2960.00,44164.00,15118.00,-27090.00,-27327.00,237.00,34254.00
2000:Q4,34736.00,-2621.00,-3132.00,306.00,-2021.00,16572.00,452.00,-6414.00,19791.00,-565.00,3308.00,341.00,-32664.00,20681.00,37274.00,36527.00,747.00,34753.00
2001:Q1,34481.00,-1622.00,-131.00,607.00,-3821.00,-23228.00,-1348.00,-1715.00,-2809.00,236.00,-17592.00,-260.00,44683.00,11466.00,6787.00,5653.00,1134.00,34494.00
2001:Q2,35353.00,4978.00,469.00,607.00,2679.00,10874.00,5152.00,5786.00,18591.00,-164.00,-18491.00,-1359.00,13379.00,2517.00,1209.00,1165.00,44.00,35366.00
2001:Q3,36208.00,78.00,-131.00,507.00,-2322.00,-29627.00,153.00,-16315.00,-16309.00,-1064.00,3908.00,441.00,53076.00,4290.00,9896.00,9079.00,817.00,36222.00
2001:Q4,36638.00,-1921.00,-32.00,506.00,-2421.00,-10727.00,52.00,-11714.00,2391.00,936.00,-2392.00,40.00,3973.00,7547.00,39673.00,39884.00,-211.00,36649.00
2002:Q1,36224.00,678.00,769.00,507.00,-1521.00,7372.00,952.00,8186.00,1191.00,-965.00,-1992.00,-59.00,20276.00,8822.00,-620.00,487.00,-1107.00,36229.00
2002:Q2,36973.00,-1122.00,69.00,507.00,-3722.00,-21427.00,-1248.00,-9415.00,4291.00,136.00,-15191.00,-159.00,25649.00,1018.00,36160.00,35132.00,1028.00,36977.00
2002:Q3,37710.00,955.00,-370.00,-213.00,-371.00,-17993.00,-660.00,2414.00,3040.00,15.00,-22802.00,161.00,19456.00,8452.00,27633.00,27216.00,417.00,37713.00
2002:Q4,38075.00,966.00,-553.00,-735.00,-1281.00,-18764.00,-2274.00,2598.00,3299.00,21.00,-22408.00,171.00,19829.00,3895.00,34547.00,34441.00,106.00,38078.00
2003:Q1,37732.00,985.00,-558.00,-715.00,-1248.00,-18276.00,-2216.00,3252.00,4093.00,18.00,-23423.00,199.00,21298.00,6049.00,29998.00,29790.00,208.00,37737.00
2003:Q2,38881.00,821.00,-235.00,-385.00,-671.00,-25329.00,-1191.00,-844.00,-915.00,-25.00,-22354.00,1499.00,20984.00,-6301.00,48498.00,48834.00,-336.00,38886.00
2003:Q3,40394.00,-656.00,-41.00,-643.00,-1120.00,33032.00,-1989.00,-5804.00,20304.00,1719.00,18802.00,-1343.00,-2124.00,-3239.00,16528.00,16082.00,446.00,40399.00
2003:Q4,41768.00,-334.00,-20.00,-326.00,-571.00,30093.00,-1012.00,-6855.00,19028.00,1816.00,17116.00,-1054.00,-4723.00,-6030.00,24733.00,24169.00,564.00,41773.00
2004:Q1,42698.00,-315.00,-19.00,-308.00,-536.00,32595.00,-953.00,-5078.00,21184.00,2092.00,15350.00,-1344.00,-17022.00,-343.00,29990.00,29610.00,380.00,42730.00
2004:Q2,43925.00,-909.00,-56.00,-889.00,-1551.00,21985.00,-2754.00,-8610.00,16901.00,1775.00,14673.00,-1300.00,-16313.00,-487.00,43445.00,43134.00,311.00,43958.00
2004:Q3,45258.00,2777.00,2629.00,2580.00,-4752.00,-13387.00,-6695.00,4831.00,-12459.00,-5949.00,6885.00,-595.00,20064.00,4604.00,31338.00,19410.00,11928.00,45293.00
2004:Q4,45685.00,-2423.00,1808.00,4902.00,-774.00,-16700.00,589.00,8917.00,-29566.00,235.00,3125.00,-2156.00,18430.00,-4323.00,46921.00,35142.00,11779.00,45721.00
2005:Q1,44863.00,-2892.00,2063.00,3872.00,-2096.00,5390.00,-137.00,7388.00,-23188.00,-586.00,21913.00,-1401.00,17839.00,235.00,21853.00,17389.00,4464.00,44892.00
2005:Q2,45457.00,-1874.00,2104.00,5298.00,-937.00,1377.00,128.00,8549.00,-23130.00,-398.00,16228.00,-1950.00,12256.00,-3024.00,32207.00,16819.00,15388.00,45487.00
2005:Q3,46153.00,-58.00,2761.00,2819.00,-4187.00,8094.00,-5123.00,-4886.00,513.00,-79.00,17669.00,2578.00,5660.00,-7018.00,35504.00,24495.00,11009.00,46184.00
2005:Q4,46527.00,-1952.00,2281.00,4252.00,-1655.00,16714.00,-107.00,-7274.00,-3412.00,171.00,27336.00,-794.00,3371.00,-2722.00,27032.00,14102.00,12930.00,46560.00
2006:Q1,46038.00,-1804.00,2611.00,3832.00,-1870.00,28261.00,-686.00,-2040.00,-1385.00,94.00,32278.00,-360.00,6060.00,-3466.00,12774.00,1105.00,11669.00,46057.00
2006:Q2,47167.00,-1394.00,2631.00,3456.00,-2361.00,23859.00,-1535.00,-4434.00,-1543.00,74.00,31297.00,177.00,10107.00,-4517.00,15209.00,2518.00,12691.00,47188.00
2006:Q3,48392.00,186.00,1578.00,1934.00,151.00,-773.00,1726.00,-176.00,-932.00,-121.00,-1270.00,1025.00,-19927.00,-2265.00,66483.00,64549.00,1934.00,48414.00
2006:Q4,49133.00,191.00,1631.00,1956.00,154.00,28601.00,1778.00,3988.00,11435.00,-89.00,11489.00,1058.00,-18591.00,-2144.00,36277.00,34454.00,1823.00,49156.00
2007:Q1,48750.00,193.00,1664.00,1969.00,156.00,15775.00,1809.00,2803.00,1633.00,-91.00,9621.00,1077.00,-19539.00,-2192.00,49647.00,47894.00,1753.00,48795.00
2007:Q2,49953.00,197.00,1703.00,1957.00,157.00,32047.00,1844.00,5618.00,5500.00,-83.00,19168.00,1103.00,-16557.00,-1942.00,31288.00,29744.00,1544.00,50002.00
2007:Q3,51089.00,-62.00,-109.00,-1724.00,-81.00,-6977.00,-357.00,-9109.00,-5638.00,-63.00,8190.00,-100.00,40131.00,-12447.00,32458.00,33015.00,-557.00,51142.00
2007:Q4,51587.00,-61.00,-122.00,-1701.00,-80.00,-7214.00,-364.00,-8898.00,-5749.00,34.00,7763.00,-107.00,41609.00,-12756.00,32019.00,32621.00,-602.00,51642.00
2008:Q1,51500.00,-56.00,-87.00,-1584.00,-74.00,3067.00,-316.00,-8507.00,-4806.00,-30.00,16726.00,-83.00,48125.00,-14229.00,16421.00,16879.00,-458.00,51507.00
2008:Q2,51889.00,-60.00,-133.00,-1624.00,-77.00,21001.00,-363.00,75.00,2502.00,-54.00,18841.00,-113.00,42558.00,-12798.00,3135.00,3781.00,-646.00,51896.00
2008:Q3,52850.00,56.00,798.00,-277.00,21.00,11138.00,686.00,2427.00,-8551.00,8.00,16568.00,-1346.00,6985.00,-6919.00,42394.00,50882.00,-8488.00,52857.00
2008:Q4,53259.00,30.00,562.00,-487.00,2.00,-51887.00,440.00,-6616.00,-17441.00,-58.00,-28212.00,-1279.00,8620.00,-8036.00,105734.00,113803.00,-8069.00,53265.00
2009:Q1,52537.00,-10.00,197.00,-878.00,-31.00,-19512.00,50.00,5352.00,-5673.00,-119.00,-19122.00,-1253.00,8546.00,-7774.00,73252.00,81160.00,-7908.00,52527.00
2009:Q2,53581.00,-56.00,-188.00,-1335.00,-67.00,-70736.00,-371.00,5685.00,-7811.00,-100.00,-68139.00,-1272.00,3602.00,-4618.00,128251.00,136287.00,-8036.00,53569.00
2009:Q3,54681.00,-11.00,190.00,-850.00,-29.00,-16860.00,46.00,967.00,2774.00,82.00,-20729.00,-45.00,3030.00,1300.00,67956.00,65254.00,2702.00,54667.00
2009:Q4,55192.00,-10.00,211.00,-878.00,-31.00,17871.00,61.00,5799.00,5983.00,199.00,5829.00,-43.00,2869.00,1262.00,33941.00,31060.00,2881.00,55177.00
2010:Q1,54391.00,-12.00,204.00,-926.00,-32.00,5997.00,48.00,2257.00,3328.00,176.00,188.00,-51.00,2685.00,1233.00,45293.00,42363.00,2930.00,54376.00
2010:Q2,55204.00,-8.00,254.00,-937.00,-31.00,-2879.00,92.00,-2881.00,1123.00,174.00,-1387.00,-38.00,4077.00,1602.00,53164.00,49925.00,3239.00,55190.00
2010:Q3,55739.00,259.00,2470.00,1960.00,189.00,-7696.00,2544.00,411.00,-3007.00,70.00,-7714.00,-93.00,-42829.00,-1944.00,103423.00,98914.00,4509.00,55725.00
2010:Q4,55392.00,268.00,2579.00,2013.00,196.00,27785.00,2649.00,8479.00,1046.00,243.00,15368.00,-124.00,-38053.00,-1825.00,62553.00,57925.00,4628.00,55379.00
2011:Q1,53712.00,274.00,2636.00,2031.00,199.00,10977.00,2705.00,4191.00,-1051.00,154.00,4978.00,-149.00,-37761.00,-1811.00,77316.00,72647.00,4669.00,53695.00
2011:Q2,53806.00,290.00,2800.00,2138.00,211.00,-1320.00,2870.00,159.00,-3652.00,67.00,-764.00,-174.00,-43431.00,-1970.00,95262.00,90350.00,4912.00,53791.00
2011:Q3,53991.00,-177.00,-1512.00,-1808.00,-143.00,-7096.00,-1648.00,-2361.00,-12004.00,-415.00,9332.00,-104.00,8717.00,-21930.00,78044.00,81799.00,-3755.00,53977.00
2011:Q4,53725.00,-195.00,-1672.00,-1999.00,-157.00,2144.00,-1821.00,5086.00,-9793.00,-362.00,9034.00,-153.00,7714.00,-20753.00,68796.00,72996.00,-4200.00,53712.00
2012:Q1,52920.00,-196.00,-1677.00,-2004.00,-159.00,3916.00,-1826.00,8654.00,-8904.00,-350.00,6342.00,-161.00,6564.00,-17941.00,64578.00,68799.00,-4221.00,52952.00
2012:Q2,52763.00,-183.00,-1570.00,-1877.00,-148.00,-4088.00,-1710.00,1776.00,-10401.00,-342.00,6589.00,-131.00,9659.00,-23862.00,74963.00,78889.00,-3926.00,52797.00
2012:Q3,53145.00,21.00,184.00,220.00,18.00,-7973.00,200.00,249.00,-3113.00,323.00,-5632.00,-334.00,-46111.00,15373.00,91747.00,89144.00,2603.00,53178.00
2012:Q4,52887.00,21.00,175.00,210.00,16.00,5684.00,191.00,1481.00,-2279.00,353.00,5938.00,-354.00,-46296.00,15271.00,78160.00,75492.00,2668.00,52919.00
2013:Q1,51509.00,15.00,125.00,149.00,12.00,8765.00,136.00,949.00,-2083.00,360.00,9403.00,-377.00,-36405.00,13750.00,65475.00,62917.00,2558.00,51487.00
2013:Q2,51797.00,17.00,155.00,184.00,15.00,30842.00,167.00,4882.00,-233.00,472.00,25554.00,-391.00,-42946.00,15614.00,48307.00,45550.00,2757.00,51774.00
2013:Q3,52103.00,119.00,1016.00,1215.00,95.00,24015.00,1108.00,4054.00,2229.00,82.00,16542.00,117.00,-52303.00,3823.00,74006.00,71704.00,2302.00,52081.00
2013:Q4,51893.00,118.00,1006.00,1203.00,95.00,26126.00,1096.00,5519.00,2927.00,58.00,16526.00,103.00,-47300.00,3627.00,66915.00,64694.00,2221.00,51870.00
2014:Q1,50619.00,120.00,1030.00,1231.00,97.00,9991.00,1122.00,654.00,908.00,-26.00,7333.00,103.00,-50697.00,3709.00,85035.00,82775.00,2260.00,50604.00
2014:Q2,51125.00,117.00,998.00,1194.00,95.00,9839.00,1088.00,368.00,1056.00,-4.00,7331.00,82.00,-45478.00,3445.00,80833.00,78725.00,2108.00,51109.00
2014:Q3,51725.00,68.00,584.00,697.00,55.00,6627.00,635.00,-2180.00,-2360.00,-83.00,10615.00,195.00,-18435.00,15140.00,46794.00,43631.00,3163.00,51709.00
2014:Q4,51879.00,64.00,552.00,660.00,52.00,-6141.00,602.00,-5851.00,-3740.00,-40.00,2888.00,188.00,-17565.00,15009.00,59060.00,55967.00,3093.00,51863.00
2015:Q1,51020.00,63.00,541.00,647.00,51.00,-9937.00,589.00,-4863.00,-3403.00,-33.00,-2227.00,184.00,-17947.00,14530.00,62888.00,59839.00,3049.00,51009.00
2015:Q2,52003.00,67.00,572.00,684.00,54.00,751.00,623.00,1538.00,-1735.00,13.00,312.00,194.00,-18630.00,10294.00,58017.00,54833.00,3184.00,51991.00
2015:Q3,53158.00,-66.00,-561.00,-672.00,-53.00,-4990.00,-612.00,-4450.00,-1950.00,-181.00,2203.00,-482.00,-11922.00,-237.00,72141.00,74492.00,-2351.00,53145.00
2015:Q4,53920.00,-36.00,-312.00,-373.00,-30.00,8524.00,-339.00,1300.00,382.00,-35.00,7216.00,-328.00,-18215.00,11.00,64679.00,66822.00,-2143.00,53906.00
2016:Q1,53920.00,-203.00,-1740.00,-2080.00,-164.00,14501.00,-1896.00,775.00,426.00,388.00,14808.00,-1282.00,-2145.00,-2132.00,49165.00,54526.00,-5361.00,53906.00
2016:Q2,53920.00,9.00,79.00,94.00,7.00,5522.00,87.00,-1671.00,-1416.00,3.00,8519.00,-156.00,-18793.00,7633.00,59525.00,58933.00,592.00,53906.00
