date,FU644090075.Q,FU643020073.Q,FU644022075.Q,FU643061773.Q,FU643063073.Q,FU643065075.Q,FU643065173.Q,FU643065473.Q,FU643065573.Q,FU643090075.Q,FU644190075.Q,FU642151073.Q,FU644122075.Q,FU643169173.Q,FU643163075.Q,FU644123075.Q,FU643168073.Q,FU643169373.Q,FU643193075.Q,FU643065045.Q,FU643061743.Q,FU643065143.Q,FU643065443.Q,FU643065543.Q
1974:Q2,87.00,0.00,0.00,0.00,0.00,-34.00,-9.00,-14.00,-11.00,121.00,87.00,0.00,-1815.00,-1816.00,1.00,84.00,84.00,0.00,1818.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,5.00,0.00,0.00,0.00,0.00,-323.00,-251.00,-134.00,62.00,328.00,5.00,0.00,-676.00,-669.00,-7.00,55.00,55.00,0.00,626.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,-2.00,0.00,0.00,0.00,0.00,-89.00,-48.00,31.00,-72.00,87.00,-2.00,0.00,-173.00,-185.00,12.00,13.00,13.00,0.00,158.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,-64.00,0.00,0.00,0.00,0.00,-1290.00,-241.00,-727.00,-322.00,1226.00,-64.00,0.00,-19.00,33.00,-52.00,-36.00,-36.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,-240.00,0.00,0.00,0.00,0.00,-1271.00,-238.00,-687.00,-346.00,1031.00,-240.00,0.00,44.00,97.00,-53.00,-102.00,-102.00,0.00,-182.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,-297.00,0.00,0.00,0.00,0.00,-1463.00,-276.00,-742.00,-445.00,1166.00,-297.00,0.00,-108.00,-56.00,-52.00,-97.00,-97.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,-165.00,0.00,0.00,0.00,0.00,-1026.00,-194.00,-513.00,-319.00,861.00,-165.00,0.00,-8.00,45.00,-53.00,-65.00,-65.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,-49.00,0.00,0.00,0.00,0.00,-333.00,-38.00,-183.00,-112.00,284.00,-49.00,0.00,-209.00,-183.00,-26.00,-37.00,-37.00,0.00,197.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,-59.00,0.00,0.00,0.00,0.00,-335.00,-44.00,-177.00,-114.00,276.00,-59.00,0.00,-34.00,-39.00,5.00,-33.00,-33.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,-46.00,0.00,0.00,0.00,0.00,-334.00,-48.00,-169.00,-117.00,288.00,-46.00,0.00,50.00,56.00,-6.00,-22.00,-22.00,0.00,-74.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,-43.00,0.00,0.00,0.00,0.00,-335.00,-53.00,-162.00,-120.00,292.00,-43.00,0.00,-116.00,-104.00,-12.00,-41.00,-41.00,0.00,114.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,-50.00,0.00,0.00,0.00,0.00,-162.00,-28.00,-70.00,-64.00,112.00,-50.00,0.00,-51.00,-45.00,-6.00,-37.00,-37.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,-97.00,0.00,0.00,0.00,0.00,-162.00,-30.00,-69.00,-63.00,65.00,-97.00,0.00,63.00,71.00,-8.00,-41.00,-41.00,0.00,-119.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,-51.00,0.00,0.00,0.00,0.00,-161.00,-30.00,-67.00,-64.00,110.00,-51.00,0.00,-60.00,-62.00,2.00,-20.00,-20.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,-19.00,0.00,0.00,0.00,0.00,-164.00,-32.00,-68.00,-64.00,145.00,-19.00,0.00,-11.00,-5.00,-6.00,-9.00,-9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,-20.00,0.00,0.00,0.00,0.00,-49.00,-12.00,-25.00,-12.00,29.00,-20.00,0.00,1.00,23.00,-22.00,-11.00,-11.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,-8.00,0.00,0.00,0.00,0.00,-48.00,-12.00,-24.00,-12.00,40.00,-8.00,0.00,104.00,109.00,-5.00,-25.00,-25.00,0.00,-87.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,-23.00,0.00,0.00,0.00,0.00,-66.00,-17.00,-31.00,-18.00,43.00,-23.00,0.00,18.00,16.00,2.00,-9.00,-9.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,5.00,0.00,0.00,0.00,0.00,-31.00,-8.00,-17.00,-6.00,36.00,5.00,0.00,-56.00,-40.00,-16.00,-5.00,-5.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,-5.00,0.00,0.00,0.00,0.00,-23.00,-17.00,-1.00,-5.00,18.00,-5.00,0.00,27.00,32.00,-5.00,-4.00,-4.00,0.00,-28.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,-7.00,0.00,0.00,0.00,0.00,-23.00,-18.00,0.00,-5.00,16.00,-7.00,0.00,96.00,91.00,5.00,-6.00,-6.00,0.00,-97.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,-7.00,0.00,0.00,0.00,0.00,-23.00,-17.00,-1.00,-5.00,16.00,-7.00,0.00,-115.00,-91.00,-24.00,-6.00,-6.00,0.00,114.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,-10.00,0.00,0.00,0.00,0.00,-23.00,-17.00,-1.00,-5.00,13.00,-10.00,0.00,120.00,103.00,17.00,-7.00,-7.00,0.00,-123.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,-9.00,0.00,0.00,0.00,0.00,-26.00,-4.00,-13.00,-9.00,17.00,-9.00,0.00,-110.00,-113.00,3.00,-2.00,-2.00,0.00,103.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,-9.00,0.00,0.00,0.00,0.00,-27.00,-5.00,-13.00,-9.00,18.00,-9.00,0.00,-60.00,-76.00,16.00,-3.00,-3.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,-9.00,0.00,0.00,0.00,0.00,-28.00,-5.00,-14.00,-9.00,19.00,-9.00,0.00,-71.00,-56.00,-15.00,-3.00,-3.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,-9.00,0.00,0.00,0.00,0.00,-27.00,-5.00,-13.00,-9.00,18.00,-9.00,0.00,20.00,17.00,3.00,-2.00,-2.00,0.00,-27.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,-2.00,0.00,0.00,0.00,0.00,-10.00,1.00,-8.00,-3.00,8.00,-2.00,0.00,27.00,15.00,12.00,-2.00,-2.00,0.00,-27.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,-1.00,0.00,0.00,0.00,0.00,-11.00,0.00,-8.00,-3.00,10.00,-1.00,0.00,-8.00,0.00,-8.00,-3.00,-3.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,-4.00,0.00,0.00,0.00,0.00,-11.00,1.00,-9.00,-3.00,7.00,-4.00,0.00,12.00,2.00,10.00,-2.00,-2.00,0.00,-14.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,-4.00,0.00,0.00,0.00,0.00,-10.00,0.00,-8.00,-2.00,6.00,-4.00,0.00,0.00,3.00,-3.00,-2.00,-2.00,0.00,-2.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,6.00,0.00,0.00,0.00,0.00,20.00,-3.00,18.00,5.00,-14.00,6.00,0.00,-32.00,-31.00,-1.00,-2.00,-2.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,-2.00,0.00,0.00,0.00,0.00,21.00,-3.00,18.00,6.00,-23.00,-2.00,0.00,-32.00,-31.00,-1.00,2.00,2.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,4.00,0.00,0.00,0.00,0.00,20.00,-3.00,18.00,5.00,-16.00,4.00,0.00,-32.00,-31.00,-1.00,1.00,1.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,-2.00,0.00,0.00,0.00,0.00,20.00,-4.00,18.00,6.00,-22.00,-2.00,0.00,-32.00,-31.00,-1.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,-2.00,0.00,0.00,0.00,0.00,-15.00,-12.00,7.00,-10.00,13.00,-2.00,0.00,-17.00,-17.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,-6.00,0.00,0.00,0.00,0.00,-17.00,-13.00,6.00,-10.00,11.00,-6.00,0.00,-16.00,-17.00,1.00,-6.00,-6.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,-16.00,0.00,0.00,0.00,0.00,-16.00,-13.00,7.00,-10.00,0.00,-16.00,0.00,-16.00,-17.00,1.00,-5.00,-5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,-4.00,0.00,0.00,0.00,0.00,-18.00,-13.00,5.00,-10.00,14.00,-4.00,0.00,-17.00,-17.00,0.00,-4.00,-4.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,76.00,0.00,690.00,690.00,0.00,115.00,6.00,68.00,41.00,-729.00,76.00,0.00,164.00,55.00,109.00,0.00,0.00,0.00,-88.00,500.00,500.00,0.00,0.00,0.00
1984:Q2,86.00,0.00,689.00,689.00,0.00,113.00,6.00,64.00,43.00,-716.00,86.00,0.00,166.00,56.00,110.00,2.00,2.00,0.00,-82.00,500.00,500.00,0.00,0.00,0.00
1984:Q3,88.00,0.00,687.00,687.00,0.00,113.00,5.00,67.00,41.00,-712.00,88.00,0.00,168.00,57.00,111.00,1.00,1.00,0.00,-81.00,500.00,500.00,0.00,0.00,0.00
1984:Q4,83.00,0.00,506.00,506.00,0.00,84.00,1.00,54.00,29.00,-507.00,83.00,0.00,180.00,59.00,121.00,0.00,0.00,0.00,-97.00,556.00,556.00,0.00,0.00,0.00
1985:Q1,20.00,0.00,8.00,8.00,0.00,50.00,6.00,24.00,20.00,-38.00,20.00,0.00,82.00,35.00,47.00,1.00,1.00,0.00,-63.00,24.00,24.00,0.00,0.00,0.00
1985:Q2,15.00,0.00,11.00,11.00,0.00,75.00,11.00,35.00,29.00,-71.00,15.00,0.00,82.00,34.00,48.00,4.00,4.00,0.00,-71.00,30.00,30.00,0.00,0.00,0.00
1985:Q3,20.00,0.00,12.00,12.00,0.00,78.00,10.00,37.00,31.00,-70.00,20.00,0.00,83.00,33.00,50.00,7.00,7.00,0.00,-70.00,40.00,40.00,0.00,0.00,0.00
1985:Q4,108.00,0.00,160.00,160.00,0.00,851.00,48.00,170.00,633.00,-903.00,108.00,0.00,72.00,33.00,39.00,8.00,8.00,0.00,28.00,32.00,32.00,0.00,0.00,0.00
1986:Q1,102.00,0.00,1242.00,1242.00,0.00,112.00,12.00,44.00,56.00,-1252.00,102.00,0.00,117.00,91.00,26.00,6.00,6.00,0.00,-21.00,103.00,103.00,0.00,0.00,0.00
1986:Q2,183.00,0.00,1242.00,1242.00,0.00,146.00,12.00,59.00,75.00,-1205.00,183.00,0.00,72.00,-41.00,113.00,6.00,6.00,0.00,105.00,459.00,459.00,0.00,0.00,0.00
1986:Q3,183.00,0.00,1242.00,1242.00,0.00,50.00,5.00,20.00,25.00,-1109.00,183.00,0.00,281.00,152.00,129.00,7.00,7.00,0.00,-105.00,631.00,631.00,0.00,0.00,0.00
1986:Q4,171.00,0.00,1242.00,1242.00,0.00,-309.00,-33.00,-122.00,-154.00,-762.00,171.00,0.00,859.00,126.00,733.00,4.00,4.00,0.00,-692.00,3302.00,3302.00,0.00,0.00,0.00
1987:Q1,136.00,0.00,1615.00,1615.00,0.00,115.00,12.00,46.00,57.00,-1594.00,136.00,0.00,290.00,214.00,76.00,9.00,9.00,0.00,-163.00,410.00,410.00,0.00,0.00,0.00
1987:Q2,249.00,0.00,1615.00,1615.00,0.00,-10.00,1.00,-5.00,-6.00,-1356.00,249.00,0.00,482.00,-23.00,505.00,9.00,9.00,0.00,-242.00,2332.00,2332.00,0.00,0.00,0.00
1987:Q3,278.00,0.00,1615.00,1615.00,0.00,152.00,-6.00,76.00,82.00,-1489.00,278.00,0.00,452.00,7.00,445.00,9.00,9.00,0.00,-183.00,1870.00,1870.00,0.00,0.00,0.00
1987:Q4,261.00,0.00,1615.00,1615.00,0.00,235.00,23.00,94.00,118.00,-1589.00,261.00,0.00,561.00,157.00,404.00,8.00,8.00,0.00,-308.00,1713.00,1713.00,0.00,0.00,0.00
1988:Q1,164.00,0.00,633.00,633.00,0.00,146.00,15.00,58.00,73.00,-615.00,164.00,0.00,127.00,25.00,102.00,14.00,14.00,0.00,23.00,343.00,343.00,0.00,0.00,0.00
1988:Q2,88.00,0.00,633.00,633.00,0.00,19.00,2.00,8.00,9.00,-564.00,88.00,0.00,105.00,-8.00,113.00,21.00,21.00,0.00,-38.00,415.00,415.00,0.00,0.00,0.00
1988:Q3,117.00,0.00,633.00,633.00,0.00,260.00,26.00,104.00,130.00,-776.00,117.00,0.00,-16.00,-26.00,10.00,6.00,6.00,0.00,127.00,-22.00,-22.00,0.00,0.00,0.00
1988:Q4,276.00,0.00,633.00,633.00,0.00,401.00,40.00,160.00,201.00,-758.00,276.00,0.00,44.00,-107.00,151.00,70.00,70.00,0.00,162.00,838.00,838.00,0.00,0.00,0.00
1989:Q1,-55.00,0.00,218.00,218.00,0.00,-127.00,-12.00,-51.00,-64.00,-146.00,-55.00,0.00,147.00,-7.00,154.00,52.00,52.00,0.00,-254.00,739.00,739.00,0.00,0.00,0.00
1989:Q2,70.00,0.00,217.00,217.00,0.00,-33.00,-4.00,-13.00,-16.00,-114.00,70.00,0.00,-54.00,-109.00,55.00,8.00,8.00,0.00,116.00,82.00,82.00,0.00,0.00,0.00
1989:Q3,14.00,0.00,218.00,218.00,0.00,-74.00,-7.00,-30.00,-37.00,-130.00,14.00,0.00,7.00,-36.00,43.00,4.00,4.00,0.00,3.00,173.00,173.00,0.00,0.00,0.00
1989:Q4,51.00,0.00,217.00,217.00,0.00,80.00,8.00,32.00,40.00,-246.00,51.00,0.00,-68.00,-16.00,-52.00,5.00,5.00,0.00,114.00,-270.00,-270.00,0.00,0.00,0.00
1990:Q1,-19.00,0.00,-275.00,-275.00,0.00,-36.00,-4.00,-14.00,-18.00,292.00,-19.00,0.00,-344.00,-292.00,-52.00,5.00,5.00,0.00,320.00,-273.00,-273.00,0.00,0.00,0.00
1990:Q2,-12.00,0.00,-275.00,-275.00,0.00,-15.00,-2.00,-6.00,-7.00,278.00,-12.00,0.00,48.00,-51.00,99.00,5.00,5.00,0.00,-65.00,446.00,446.00,0.00,0.00,0.00
1990:Q3,19.00,0.00,-275.00,-275.00,0.00,-12.00,-1.00,-5.00,-6.00,306.00,19.00,0.00,-154.00,25.00,-179.00,5.00,5.00,0.00,168.00,-879.00,-879.00,0.00,0.00,0.00
1990:Q4,-9.00,0.00,-275.00,-275.00,0.00,-238.00,4.00,-107.00,-135.00,504.00,-9.00,0.00,260.00,116.00,144.00,5.00,5.00,0.00,-274.00,664.00,664.00,0.00,0.00,0.00
1991:Q1,60.00,0.00,24.00,24.00,0.00,-184.00,-55.00,-90.00,-39.00,220.00,60.00,0.00,60.00,-40.00,100.00,5.00,5.00,0.00,-5.00,451.00,451.00,0.00,0.00,0.00
1991:Q2,54.00,0.00,24.00,24.00,0.00,3.00,23.00,0.00,-20.00,27.00,54.00,0.00,-28.00,36.00,-64.00,5.00,5.00,0.00,77.00,-331.00,-331.00,0.00,0.00,0.00
1991:Q3,-31.00,0.00,24.00,24.00,0.00,-66.00,-18.00,0.00,-48.00,11.00,-31.00,0.00,-94.00,4.00,-98.00,8.00,8.00,0.00,55.00,-386.00,-386.00,0.00,0.00,0.00
1991:Q4,202.00,0.00,24.00,24.00,0.00,-89.00,-2.00,0.00,-87.00,267.00,202.00,0.00,15.00,-20.00,35.00,26.00,26.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00
1992:Q1,61.00,0.00,61.00,-69.00,130.00,-87.00,-21.00,-30.00,-36.00,87.00,61.00,398.00,198.00,-39.00,237.00,32.00,32.00,0.00,-567.00,971.00,800.00,171.00,0.00,0.00
1992:Q2,43.00,0.00,53.00,-120.00,173.00,386.00,179.00,81.00,126.00,-396.00,43.00,473.00,-239.00,4.00,-243.00,11.00,11.00,0.00,-202.00,-1308.00,-1399.00,91.00,0.00,0.00
1992:Q3,91.00,0.00,9.00,-250.00,259.00,101.00,284.00,-110.00,-73.00,-19.00,91.00,508.00,1.00,8.00,-7.00,23.00,23.00,0.00,-441.00,-157.00,-302.00,145.00,0.00,0.00
1992:Q4,28.00,0.00,61.00,-250.00,311.00,465.00,308.00,67.00,90.00,-498.00,28.00,504.00,85.00,13.00,72.00,-154.00,-154.00,0.00,-407.00,-230.00,-387.00,157.00,0.00,0.00
1993:Q1,-126.00,0.00,-45.00,-100.00,55.00,152.00,245.00,-43.00,-50.00,-233.00,-126.00,532.00,-186.00,-207.00,21.00,-10.00,-10.00,0.00,-462.00,0.00,-125.00,125.00,0.00,0.00
1993:Q2,51.00,0.00,-45.00,-100.00,55.00,267.00,359.00,-73.00,-19.00,-171.00,51.00,592.00,-382.00,-138.00,-244.00,-1.00,-1.00,0.00,-158.00,-1292.00,-1475.00,183.00,0.00,0.00
1993:Q3,189.00,0.00,-929.00,-900.00,-29.00,272.00,302.00,-17.00,-13.00,846.00,189.00,564.00,-76.00,23.00,-99.00,-4.00,-4.00,0.00,-295.00,-455.00,-609.00,154.00,0.00,0.00
1993:Q4,295.00,0.00,852.00,800.00,52.00,115.00,183.00,-47.00,-21.00,-672.00,295.00,448.00,26.00,0.00,26.00,2.00,2.00,0.00,-181.00,0.00,-93.00,93.00,0.00,0.00
1994:Q1,689.00,0.00,-1395.00,-1600.00,205.00,1068.00,621.00,167.00,280.00,1016.00,689.00,1581.00,-195.00,-139.00,-56.00,45.00,45.00,0.00,-742.00,-921.00,-1238.00,317.00,0.00,0.00
1994:Q2,440.00,0.00,-1396.00,-1600.00,204.00,1211.00,919.00,69.00,223.00,625.00,440.00,1300.00,-293.00,-135.00,-158.00,49.00,49.00,0.00,-616.00,-900.00,-1369.00,469.00,0.00,0.00
1994:Q3,660.00,0.00,-1396.00,-1600.00,204.00,1093.00,948.00,-4.00,149.00,963.00,660.00,1500.00,-108.00,-140.00,32.00,56.00,56.00,0.00,-788.00,-900.00,-1384.00,484.00,0.00,0.00
1994:Q4,172.00,0.00,-1396.00,-1600.00,204.00,158.00,279.00,-80.00,-41.00,1410.00,172.00,347.00,-281.00,-137.00,-144.00,23.00,23.00,0.00,83.00,-847.00,-989.00,142.00,0.00,0.00
1995:Q1,84.00,0.00,-272.00,-300.00,28.00,548.00,705.00,-131.00,-26.00,-192.00,84.00,193.00,1.00,-3.00,4.00,-23.00,-23.00,0.00,-87.00,-316.00,-676.00,360.00,0.00,0.00
1995:Q2,253.00,0.00,-273.00,-300.00,27.00,433.00,463.00,-50.00,20.00,93.00,253.00,451.00,3.00,-6.00,9.00,-54.00,-54.00,0.00,-147.00,-736.00,-972.00,236.00,0.00,0.00
1995:Q3,144.00,0.00,-273.00,-300.00,27.00,529.00,623.00,-57.00,-37.00,-112.00,144.00,257.00,6.00,1.00,5.00,-31.00,-31.00,0.00,-88.00,-421.00,-739.00,318.00,0.00,0.00
1995:Q4,301.00,0.00,1278.00,700.00,578.00,-244.00,25.00,-133.00,-136.00,-733.00,301.00,278.00,30.00,1.00,29.00,38.00,38.00,0.00,-45.00,141.00,129.00,12.00,0.00,0.00
1996:Q1,302.00,0.00,1277.00,700.00,577.00,-126.00,267.00,-212.00,-181.00,-849.00,302.00,279.00,31.00,1.00,30.00,38.00,38.00,0.00,-46.00,142.00,5.00,-238.00,375.00,0.00
1996:Q2,422.00,0.00,1278.00,700.00,578.00,-269.00,-29.00,-115.00,-125.00,-587.00,422.00,390.00,42.00,1.00,41.00,53.00,53.00,0.00,-63.00,198.00,213.00,10.00,-25.00,0.00
1996:Q3,503.00,240.00,1281.00,728.00,553.00,-150.00,-1.00,-21.00,-128.00,-868.00,503.00,465.00,51.00,2.00,49.00,64.00,64.00,0.00,-77.00,236.00,314.00,-53.00,-25.00,0.00
1996:Q4,663.00,50.00,599.00,1070.00,-471.00,1010.00,830.00,115.00,65.00,-996.00,663.00,1660.00,152.00,-1.00,153.00,36.00,36.00,0.00,-1185.00,-847.00,-232.00,-548.00,-67.00,0.00
1997:Q1,995.00,94.00,503.00,12.00,491.00,885.00,711.00,6.00,168.00,-487.00,995.00,1355.00,308.00,-1.00,309.00,47.00,47.00,0.00,-715.00,-352.00,-114.00,-215.00,-23.00,0.00
1997:Q2,1371.00,-12.00,2166.00,1189.00,977.00,1858.00,1466.00,191.00,201.00,-2641.00,1371.00,2348.00,405.00,-3.00,408.00,179.00,179.00,0.00,-1561.00,757.00,-231.00,903.00,85.00,0.00
