date,FL544090075.Q,FL543020073.Q,FL543034073.Q,FL542051073.Q,LM544022075.Q,LM543069170.Q,LM543061173.Q,LM543061773.Q,LM543062073.Q,LM543063075.Q,FL544023075.Q,FL543069075.Q,FL543065070.Q,LM543064175.Q,LM543064273.Q,FL543092073.Q,FL543090075.Q,FL544190075.Q,FL542151073.Q,FL543169373.Q,FL543140073.Q,FL543150075.Q,FL543178073.Q,FL543192073.Q,FL543190075.Q
1973:Q2,236853.00,1502.00,0.00,0.00,101952.00,4479.00,3572.00,815.00,3374.00,89712.00,96695.00,18713.00,77982.00,24798.00,366.00,653.00,10887.00,223461.00,0.00,0.00,139918.00,54172.00,786.00,767.00,27818.00
1973:Q3,243615.00,1436.00,0.00,0.00,103250.00,4100.00,3466.00,909.00,3396.00,91379.00,98784.00,19597.00,79187.00,27956.00,425.00,668.00,11096.00,226664.00,0.00,0.00,141735.00,55084.00,873.00,775.00,28197.00
1973:Q4,244750.00,2071.00,0.00,0.00,103199.00,3004.00,3444.00,884.00,3412.00,92455.00,101568.00,20199.00,81369.00,25449.00,470.00,683.00,11310.00,230065.00,0.00,0.00,143522.00,56089.00,847.00,888.00,28719.00
1974:Q1,250381.00,1494.00,0.00,0.00,106362.00,4414.00,3596.00,932.00,3485.00,93935.00,102823.00,20643.00,82180.00,26890.00,512.00,699.00,11601.00,233374.00,0.00,0.00,145272.00,57019.00,1024.00,896.00,29163.00
1974:Q2,251347.00,1452.00,0.00,0.00,107088.00,3882.00,3349.00,937.00,3577.00,95343.00,104530.00,21305.00,83225.00,25074.00,560.00,715.00,11928.00,236406.00,0.00,0.00,146977.00,57733.00,809.00,830.00,30057.00
1974:Q3,248506.00,1503.00,0.00,0.00,107924.00,3874.00,3327.00,989.00,3618.00,96116.00,106602.00,22175.00,84427.00,18864.00,603.00,732.00,12278.00,239730.00,0.00,0.00,148706.00,58695.00,885.00,764.00,30680.00
1974:Q4,255018.00,1999.00,0.00,0.00,108617.00,4070.00,3372.00,1065.00,3667.00,96443.00,109096.00,22862.00,86234.00,21292.00,628.00,749.00,12637.00,243920.00,0.00,0.00,150528.00,60372.00,835.00,597.00,31588.00
1975:Q1,264130.00,1614.00,0.00,0.00,111735.00,4682.00,3585.00,1110.00,3696.00,98662.00,110572.00,23326.00,87246.00,25779.00,635.00,766.00,13029.00,248863.00,0.00,0.00,152431.00,62694.00,990.00,636.00,32112.00
1975:Q2,271546.00,1547.00,0.00,0.00,113717.00,4768.00,3712.00,1179.00,3783.00,100275.00,111675.00,23708.00,87967.00,29723.00,626.00,784.00,13474.00,254443.00,0.00,0.00,154402.00,65593.00,757.00,675.00,33016.00
1975:Q3,272572.00,1295.00,0.00,0.00,117693.00,6394.00,3821.00,1282.00,4165.00,102031.00,112430.00,24099.00,88331.00,25843.00,611.00,802.00,13898.00,260544.00,0.00,0.00,156422.00,68877.00,812.00,714.00,33719.00
1975:Q4,279674.00,1925.00,0.00,0.00,121014.00,4813.00,4736.00,1419.00,4508.00,105538.00,113635.00,24467.00,89168.00,27451.00,600.00,820.00,14229.00,267046.00,0.00,0.00,158474.00,72349.00,745.00,752.00,34726.00
1976:Q1,289625.00,1451.00,0.00,0.00,126421.00,5247.00,5072.00,1642.00,5014.00,109446.00,114190.00,24763.00,89427.00,31542.00,594.00,839.00,14588.00,273872.00,0.00,0.00,160562.00,76120.00,938.00,807.00,35445.00
1976:Q2,295543.00,1510.00,0.00,0.00,130705.00,6053.00,4956.00,1648.00,5196.00,112852.00,114842.00,25136.00,89706.00,32125.00,587.00,859.00,14915.00,281316.00,0.00,0.00,162688.00,80343.00,735.00,862.00,36688.00
1976:Q3,302782.00,1181.00,0.00,0.00,136368.00,6264.00,5419.00,2090.00,5406.00,117189.00,115696.00,25494.00,90202.00,32834.00,581.00,879.00,15243.00,288877.00,0.00,0.00,164857.00,84666.00,863.00,917.00,37574.00
1976:Q4,311079.00,2003.00,0.00,0.00,140926.00,5224.00,5368.00,2318.00,5594.00,122422.00,117389.00,25834.00,91555.00,33686.00,576.00,899.00,15600.00,296055.00,0.00,0.00,167073.00,88740.00,878.00,972.00,38392.00
1977:Q1,316213.00,1423.00,24.00,0.00,147179.00,6724.00,5542.00,2547.00,5712.00,126654.00,118092.00,26248.00,91844.00,31836.00,578.00,920.00,16161.00,303169.00,0.00,0.00,169321.00,92446.00,956.00,1027.00,39419.00
1977:Q2,324615.00,1390.00,59.00,0.00,152385.00,6985.00,5337.00,2685.00,5805.00,131573.00,119643.00,26709.00,92934.00,32879.00,584.00,941.00,16734.00,310065.00,0.00,0.00,171587.00,95847.00,1060.00,1050.00,40521.00
1977:Q3,331321.00,1455.00,102.00,0.00,157756.00,7927.00,5719.00,3040.00,6030.00,135040.00,121311.00,27141.00,94170.00,31840.00,592.00,963.00,17302.00,317148.00,0.00,0.00,173924.00,99313.00,1171.00,1073.00,41667.00
1977:Q4,339856.00,2130.00,150.00,0.00,161444.00,4896.00,5315.00,4002.00,6051.00,141180.00,124405.00,27556.00,96849.00,32300.00,600.00,985.00,17842.00,324826.00,0.00,0.00,176386.00,103217.00,1268.00,1066.00,42889.00
1978:Q1,347713.00,1405.00,200.00,0.00,169069.00,7784.00,5075.00,4605.00,6002.00,145603.00,125929.00,28007.00,97922.00,31191.00,605.00,1019.00,18295.00,332940.00,0.00,0.00,178989.00,107458.00,1360.00,1089.00,44044.00
1978:Q2,358695.00,1466.00,249.00,0.00,174018.00,7462.00,4924.00,4895.00,5943.00,150794.00,128478.00,28616.00,99862.00,34052.00,606.00,1054.00,18772.00,341483.00,0.00,0.00,181752.00,111959.00,1457.00,1151.00,45164.00
1978:Q3,371864.00,1438.00,312.00,0.00,180515.00,9027.00,5113.00,5831.00,6073.00,154471.00,131419.00,29250.00,102169.00,37209.00,613.00,1090.00,19268.00,350304.00,0.00,0.00,184550.00,116692.00,1541.00,1213.00,46308.00
1978:Q4,378342.00,2367.00,403.00,0.00,182596.00,6349.00,4822.00,6543.00,6402.00,158480.00,136313.00,30146.00,106167.00,35063.00,637.00,1128.00,19835.00,359249.00,0.00,0.00,187257.00,121630.00,1597.00,1276.00,47489.00
1979:Q1,390222.00,1149.00,521.00,0.00,189421.00,8080.00,5357.00,7121.00,6090.00,162773.00,139492.00,31165.00,108327.00,37318.00,679.00,1166.00,20476.00,368351.00,0.00,0.00,189908.00,126736.00,1630.00,1338.00,48739.00
1979:Q2,400274.00,1516.00,663.00,0.00,194151.00,9041.00,5204.00,7988.00,6089.00,165829.00,143109.00,32139.00,110970.00,37700.00,739.00,1206.00,21190.00,377632.00,0.00,0.00,192540.00,131964.00,1645.00,1500.00,49983.00
1979:Q3,412306.00,1233.00,824.00,0.00,198859.00,10126.00,5150.00,9023.00,6240.00,168320.00,147170.00,33061.00,114109.00,40249.00,805.00,1247.00,21919.00,387135.00,0.00,0.00,195135.00,137504.00,1638.00,1662.00,51196.00
1979:Q4,419276.00,2670.00,1000.00,0.00,198709.00,7957.00,4888.00,9381.00,6428.00,170055.00,153247.00,34825.00,118422.00,38892.00,865.00,1290.00,22603.00,396902.00,0.00,0.00,197675.00,143546.00,1600.00,1908.00,52173.00
1980:Q1,426920.00,1425.00,1150.00,0.00,203315.00,7302.00,4917.00,9870.00,6462.00,174764.00,159290.00,36895.00,122395.00,36241.00,919.00,1334.00,23246.00,406957.00,0.00,0.00,200166.00,150151.00,1676.00,2070.00,52894.00
1980:Q2,440154.00,2122.00,1235.00,0.00,205276.00,8196.00,5135.00,9739.00,6338.00,175868.00,164941.00,39377.00,125564.00,40389.00,967.00,1380.00,23844.00,417327.00,0.00,0.00,202612.00,157384.00,1805.00,2324.00,53202.00
1980:Q3,453220.00,2095.00,1417.00,0.00,210772.00,10978.00,5338.00,10303.00,6466.00,177687.00,168268.00,40206.00,128062.00,43759.00,1021.00,1427.00,24461.00,427865.00,0.00,0.00,205012.00,164801.00,1930.00,2458.00,53664.00
1980:Q4,464178.00,3210.00,1858.00,0.00,212618.00,10142.00,5838.00,11144.00,6701.00,178793.00,172492.00,41411.00,131081.00,46273.00,1093.00,1476.00,25158.00,438426.00,0.00,0.00,207364.00,171960.00,1996.00,2794.00,54312.00
1981:Q1,476516.00,2185.00,2602.00,0.00,219959.00,12795.00,7206.00,12256.00,6832.00,180870.00,176128.00,43211.00,132917.00,47057.00,1168.00,1527.00,25890.00,448628.00,0.00,0.00,209689.00,178243.00,2002.00,2832.00,55862.00
1981:Q2,487514.00,2546.00,3694.00,0.00,225309.00,14088.00,6952.00,13667.00,6956.00,183646.00,179598.00,44939.00,134659.00,46960.00,1231.00,1579.00,26597.00,458349.00,0.00,0.00,212006.00,183634.00,1951.00,2965.00,57793.00
1981:Q3,495359.00,3118.00,4793.00,0.00,230963.00,17278.00,7192.00,14322.00,7044.00,185127.00,183078.00,47042.00,136036.00,43009.00,1329.00,1633.00,27436.00,468973.00,0.00,0.00,214238.00,189900.00,1894.00,3076.00,59865.00
1981:Q4,507525.00,4279.00,5558.00,0.00,233308.00,17564.00,8167.00,14293.00,7151.00,186133.00,186453.00,48706.00,137747.00,46163.00,1507.00,1689.00,28568.00,482870.00,0.00,0.00,216308.00,199792.00,1882.00,3580.00,61308.00
1982:Q1,515636.00,1902.00,6081.00,0.00,242769.00,19084.00,11071.00,15157.00,7501.00,189956.00,188843.00,50013.00,138830.00,42512.00,1791.00,1740.00,29998.00,496043.00,0.00,0.00,218192.00,209369.00,1915.00,3692.00,62875.00
1982:Q2,527021.00,3265.00,6453.00,0.00,249772.00,20631.00,10952.00,16274.00,7876.00,194039.00,191042.00,51370.00,139672.00,40771.00,2208.00,1748.00,31762.00,510383.00,0.00,0.00,219864.00,220367.00,1988.00,3949.00,64215.00
1982:Q3,544267.00,3615.00,6650.00,0.00,257609.00,22359.00,12705.00,17307.00,8241.00,196997.00,192900.00,52423.00,140477.00,45467.00,2607.00,1737.00,33682.00,526726.00,0.00,0.00,221501.00,233354.00,2062.00,3912.00,65897.00
1982:Q4,567539.00,4612.00,6650.00,0.00,268288.00,21735.00,16529.00,18634.00,9047.00,202343.00,194950.00,52961.00,141989.00,52893.00,2837.00,1686.00,35623.00,539981.00,0.00,0.00,223279.00,242900.00,2099.00,3949.00,67754.00
1983:Q1,585275.00,3049.00,6347.00,0.00,280258.00,24737.00,19715.00,19319.00,9219.00,207268.00,196756.00,53427.00,143329.00,57381.00,2904.00,1671.00,36909.00,553435.00,0.00,0.00,225167.00,252335.00,2100.00,3970.00,69863.00
1983:Q2,604732.00,3113.00,5636.00,0.00,290052.00,25122.00,22088.00,20265.00,9852.00,212725.00,198436.00,53711.00,144725.00,63878.00,2816.00,1722.00,39079.00,570670.00,0.00,0.00,227132.00,265284.00,2069.00,3988.00,72197.00
1983:Q3,619332.00,2673.00,4961.00,0.00,300207.00,26722.00,24513.00,22151.00,10022.00,216799.00,201216.00,53860.00,147356.00,63871.00,2697.00,1761.00,41946.00,582126.00,0.00,0.00,229126.00,272354.00,2033.00,4008.00,74605.00
1983:Q4,632714.00,3964.00,4762.00,0.00,308738.00,25162.00,28636.00,25863.00,9986.00,219091.00,205062.00,54063.00,150999.00,62197.00,2671.00,1725.00,43595.00,595742.00,0.00,0.00,231100.00,281650.00,2017.00,4007.00,76968.00
1984:Q1,642635.00,2792.00,5027.00,0.00,321956.00,28696.00,30886.00,28094.00,9014.00,225266.00,205485.00,54184.00,151301.00,59290.00,2683.00,1698.00,43704.00,606492.00,0.00,0.00,232275.00,287889.00,2017.00,3841.00,80470.00
1984:Q2,656255.00,2798.00,5735.00,0.00,333248.00,30312.00,31752.00,30538.00,8712.00,231934.00,207856.00,54325.00,153531.00,56950.00,2673.00,1704.00,45291.00,619445.00,0.00,0.00,233344.00,295754.00,2019.00,3821.00,84507.00
1984:Q3,677298.00,2682.00,6515.00,0.00,345939.00,31871.00,35035.00,33223.00,8444.00,237366.00,209811.00,54439.00,155372.00,61538.00,2749.00,1737.00,46327.00,639486.00,0.00,0.00,234650.00,310503.00,2036.00,3720.00,88577.00
1984:Q4,697212.00,4631.00,6994.00,0.00,358897.00,29306.00,41204.00,36870.00,8713.00,242804.00,211204.00,54505.00,156699.00,60316.00,3019.00,1928.00,50223.00,662056.00,0.00,0.00,236066.00,328343.00,2078.00,4878.00,90691.00
1985:Q1,718807.00,2743.00,7227.00,0.00,374440.00,31975.00,42665.00,39898.00,8891.00,251011.00,212950.00,54480.00,158470.00,65353.00,3526.00,1873.00,50695.00,680235.00,0.00,0.00,238143.00,340677.00,2146.00,4736.00,94533.00
1985:Q2,743233.00,3238.00,7266.00,0.00,388851.00,31560.00,45019.00,42861.00,8914.00,260497.00,216542.00,54428.00,162114.00,68628.00,3979.00,1964.00,52765.00,702633.00,0.00,0.00,240521.00,356665.00,2236.00,4835.00,98376.00
1985:Q3,759590.00,3712.00,7270.00,0.00,405381.00,32737.00,46615.00,47568.00,9044.00,269417.00,219111.00,54351.00,164760.00,64164.00,4171.00,1979.00,53802.00,714805.00,0.00,0.00,243282.00,363585.00,2345.00,5276.00,100317.00
1985:Q4,796086.00,5130.00,9074.00,0.00,420446.00,29063.00,51700.00,49368.00,9708.00,280607.00,226166.00,54369.00,171797.00,73989.00,3514.00,1575.00,56192.00,750807.00,0.00,0.00,246507.00,260441.00,2470.00,7260.00,234129.00
1986:Q1,824354.00,3501.00,9568.00,0.00,438387.00,28699.00,53627.00,53500.00,10023.00,292538.00,229364.00,54368.00,174996.00,79521.00,6894.00,1520.00,55599.00,776884.00,0.00,0.00,250407.00,273503.00,2624.00,6862.00,243488.00
1986:Q2,853426.00,4171.00,9733.00,0.00,452244.00,29451.00,52798.00,55885.00,10791.00,303319.00,234865.00,54369.00,180496.00,83293.00,9525.00,1175.00,58420.00,805657.00,0.00,0.00,254507.00,295200.00,2818.00,7024.00,246108.00
1986:Q3,873209.00,4159.00,10033.00,0.00,469680.00,33428.00,55032.00,56720.00,11648.00,312852.00,240325.00,54345.00,185980.00,75641.00,11032.00,1251.00,61088.00,822337.00,0.00,0.00,259007.00,305194.00,3007.00,8521.00,246608.00
1986:Q4,905925.00,5781.00,10015.00,0.00,486583.00,34484.00,59033.00,59976.00,11659.00,321431.00,247897.00,54055.00,193842.00,76393.00,14460.00,1460.00,63336.00,855896.00,0.00,0.00,263728.00,327864.00,3145.00,9363.00,251796.00
1987:Q1,945849.00,4835.00,8525.00,0.00,505992.00,35168.00,61253.00,62756.00,10658.00,336157.00,249454.00,53711.00,195743.00,95625.00,13587.00,1471.00,66360.00,893279.00,0.00,0.00,270606.00,341692.00,3233.00,9887.00,267861.00
1987:Q2,972207.00,4039.00,8140.00,0.00,521292.00,33215.00,57641.00,64744.00,10944.00,354748.00,253917.00,53535.00,200382.00,100365.00,13018.00,1483.00,69953.00,917241.00,0.00,0.00,276503.00,349692.00,3271.00,10281.00,277494.00
1987:Q3,1010850.00,4116.00,7964.00,0.00,543983.00,36511.00,57246.00,67654.00,10208.00,372364.00,257940.00,53677.00,204263.00,108914.00,12078.00,1517.00,74338.00,952842.00,0.00,0.00,282786.00,362976.00,3303.00,10414.00,293363.00
1987:Q4,907953.00,4212.00,6912.00,0.00,521554.00,24885.00,51325.00,62266.00,10450.00,372628.00,262149.00,53626.00,208523.00,40011.00,5415.00,1889.00,65811.00,845171.00,0.00,0.00,279128.00,349433.00,3370.00,7204.00,206036.00
1988:Q1,941671.00,3379.00,6692.00,0.00,544053.00,26692.00,51213.00,63821.00,10330.00,391997.00,265286.00,53142.00,212144.00,42985.00,5837.00,1994.00,71445.00,876851.00,0.00,0.00,284853.00,371022.00,3459.00,7454.00,210063.00
1988:Q2,969891.00,3561.00,6792.00,0.00,563190.00,27606.00,52360.00,66255.00,9797.00,407172.00,270016.00,53652.00,216364.00,44812.00,6697.00,1935.00,72888.00,902283.00,0.00,0.00,290429.00,386180.00,3556.00,7146.00,214972.00
1988:Q3,993568.00,3265.00,6965.00,0.00,581812.00,29601.00,52530.00,67774.00,9271.00,422636.00,274872.00,53965.00,220907.00,43518.00,7591.00,2028.00,73517.00,922814.00,0.00,0.00,295611.00,400191.00,3674.00,7608.00,215730.00
1988:Q4,1016429.00,4028.00,6963.00,0.00,601264.00,28195.00,52494.00,70725.00,8892.00,440958.00,282789.00,54236.00,228553.00,40167.00,8121.00,2118.00,70979.00,952831.00,0.00,0.00,302683.00,419330.00,3829.00,7263.00,219726.00
1989:Q1,1035354.00,3404.00,6642.00,0.00,619354.00,31176.00,50747.00,76357.00,8590.00,452484.00,287592.00,54972.00,232620.00,38548.00,7921.00,2019.00,69874.00,969700.00,0.00,0.00,305829.00,426060.00,4031.00,8169.00,225611.00
1989:Q2,1062833.00,3809.00,5852.00,0.00,641290.00,29564.00,48457.00,84056.00,8566.00,470647.00,293621.00,55874.00,237747.00,38823.00,7355.00,1921.00,70162.00,996206.00,0.00,0.00,313187.00,439949.00,4290.00,8123.00,230657.00
1989:Q3,1083748.00,4061.00,5431.00,0.00,655496.00,30068.00,45976.00,90277.00,8710.00,480465.00,299649.00,56481.00,243168.00,39512.00,6867.00,1744.00,70988.00,1014656.00,0.00,0.00,318313.00,447496.00,4550.00,8537.00,235760.00
1989:Q4,1108233.00,4671.00,6212.00,0.00,674460.00,32701.00,45927.00,95081.00,8747.00,492004.00,307741.00,57265.00,250476.00,38265.00,6817.00,2398.00,67669.00,1042140.00,0.00,0.00,328219.00,458060.00,4755.00,8552.00,242554.00
1990:Q1,1132034.00,4559.00,8267.00,0.00,695258.00,31563.00,51786.00,98776.00,9025.00,504108.00,317455.00,60915.00,256540.00,35951.00,7382.00,2478.00,60684.00,1064113.00,0.00,0.00,333962.00,472701.00,4904.00,8956.00,243590.00
1990:Q2,1171390.00,4553.00,8302.00,0.00,718689.00,35106.00,51190.00,102332.00,10650.00,519411.00,324082.00,62937.00,261145.00,38934.00,8225.00,2464.00,66141.00,1102628.00,0.00,0.00,340753.00,502966.00,4994.00,8760.00,245155.00
1990:Q3,1179981.00,4528.00,8337.00,0.00,741721.00,36907.00,51723.00,108454.00,11488.00,533149.00,322847.00,60434.00,262413.00,31850.00,9192.00,2859.00,58647.00,1110970.00,0.00,0.00,346616.00,505319.00,5090.00,8775.00,245170.00
1990:Q4,1200934.00,4538.00,8372.00,0.00,754578.00,34524.00,50580.00,113982.00,11964.00,543528.00,325618.00,61344.00,264274.00,36823.00,6281.00,2709.00,62015.00,1134031.00,0.00,0.00,352098.00,520983.00,5255.00,9868.00,245827.00
1991:Q1,1239500.00,4701.00,8406.00,0.00,779179.00,38807.00,53602.00,121251.00,13623.00,551896.00,329799.00,64570.00,265229.00,41235.00,5901.00,2860.00,67419.00,1165356.00,0.00,0.00,358977.00,534458.00,5479.00,10145.00,256297.00
1991:Q2,1264509.00,4822.00,8441.00,0.00,807942.00,40281.00,54749.00,137043.00,10913.00,564956.00,332832.00,65134.00,267698.00,39259.00,5634.00,2849.00,62730.00,1186307.00,0.00,0.00,365675.00,537848.00,5750.00,10252.00,266782.00
1991:Q3,1283545.00,5109.00,8476.00,0.00,823040.00,42349.00,61118.00,139665.00,11461.00,568447.00,332367.00,66395.00,265972.00,40043.00,5237.00,2686.00,66587.00,1201013.00,0.00,0.00,369347.00,543199.00,6049.00,11547.00,270871.00
1991:Q4,1281275.00,5155.00,8511.00,0.00,826697.00,34345.00,65789.00,154321.00,9748.00,562494.00,321463.00,66076.00,255387.00,42303.00,5136.00,3683.00,68327.00,1204763.00,0.00,0.00,373137.00,539530.00,6358.00,8633.00,277105.00
1992:Q1,1299069.00,5118.00,8546.00,0.00,848450.00,35860.00,67826.00,161364.00,9637.00,573763.00,320992.00,66611.00,254381.00,42327.00,4907.00,3857.00,64872.00,1222132.00,0.00,1.00,379898.00,543970.00,6680.00,8951.00,282632.00
1992:Q2,1317660.00,5000.00,8580.00,0.00,870264.00,35868.00,69307.00,166104.00,9757.00,589228.00,318130.00,67680.00,250450.00,42705.00,4782.00,4043.00,64156.00,1240598.00,0.00,4.00,383111.00,555768.00,7022.00,9428.00,285265.00
1992:Q3,1337729.00,4784.00,8615.00,0.00,893032.00,34252.00,72580.00,174492.00,10194.00,601514.00,314341.00,69121.00,245220.00,43906.00,4456.00,4006.00,64589.00,1262108.00,0.00,49.00,391742.00,564475.00,7381.00,9253.00,289208.00
1992:Q4,1353818.00,4529.00,8650.00,0.00,912782.00,31210.00,74498.00,181232.00,10802.00,615040.00,309950.00,71719.00,238231.00,44867.00,4148.00,4021.00,64871.00,1284324.00,0.00,7.00,397581.00,577773.00,7754.00,9681.00,291528.00
1993:Q1,1385372.00,4556.00,8685.00,0.00,946189.00,33253.00,81147.00,187022.00,10902.00,633865.00,308403.00,72531.00,235872.00,45853.00,4090.00,4107.00,63489.00,1308497.00,0.00,39.00,404425.00,586677.00,8154.00,8611.00,300591.00
1993:Q2,1413565.00,4581.00,8719.00,0.00,975630.00,35302.00,86104.00,196415.00,11922.00,645887.00,307196.00,73508.00,233688.00,46289.00,3877.00,3864.00,63409.00,1330395.00,0.00,184.00,411692.00,594495.00,8597.00,9269.00,306158.00
1993:Q3,1437810.00,4602.00,8754.00,0.00,1005483.00,33748.00,92516.00,203520.00,13248.00,662451.00,304417.00,75348.00,229069.00,47163.00,3767.00,3819.00,59805.00,1351740.00,0.00,149.00,419201.00,601212.00,9027.00,9603.00,312548.00
1993:Q4,1450309.00,4621.00,8789.00,0.00,1023410.00,32836.00,93327.00,209081.00,14058.00,674108.00,297442.00,77356.00,220086.00,49037.00,3542.00,4864.00,58604.00,1365044.00,0.00,246.00,426587.00,599399.00,9389.00,13134.00,316289.00
1994:Q1,1477485.00,4714.00,8824.00,0.00,1046067.00,34460.00,89994.00,214992.00,13931.00,692690.00,295673.00,78793.00,216880.00,48244.00,3401.00,4963.00,65599.00,1382781.00,0.00,255.00,432157.00,605831.00,9677.00,13635.00,321226.00
1994:Q2,1480774.00,4805.00,8858.00,0.00,1054942.00,34352.00,92668.00,213371.00,12356.00,702195.00,295863.00,81153.00,214710.00,48222.00,3312.00,5223.00,59549.00,1388062.00,0.00,261.00,437203.00,601875.00,9886.00,13663.00,325174.00
1994:Q3,1513464.00,4896.00,8893.00,0.00,1076857.00,36451.00,96103.00,214141.00,11926.00,718236.00,295423.00,82937.00,212486.00,49514.00,3401.00,5106.00,69374.00,1412616.00,0.00,269.00,453252.00,604585.00,10093.00,13952.00,330465.00
1994:Q4,1523321.00,4987.00,8928.00,0.00,1092932.00,36432.00,90323.00,220309.00,12164.00,733704.00,295991.00,84665.00,211326.00,48826.00,3325.00,4752.00,63580.00,1427579.00,0.00,592.00,457996.00,607235.00,10378.00,10941.00,340437.00
1995:Q1,1554403.00,4885.00,8963.00,0.00,1121502.00,38675.00,93180.00,227318.00,11014.00,751315.00,297109.00,85945.00,211164.00,50118.00,3381.00,4777.00,63668.00,1452193.00,0.00,585.00,468467.00,609301.00,10741.00,11166.00,351933.00
1995:Q2,1584941.00,4781.00,8997.00,0.00,1148362.00,38490.00,92513.00,228091.00,12386.00,776882.00,298609.00,87355.00,211254.00,52049.00,3435.00,5038.00,63670.00,1478469.00,0.00,622.00,479886.00,613776.00,11154.00,11342.00,361689.00
1995:Q3,1603042.00,4678.00,9032.00,0.00,1157400.00,39896.00,91603.00,230762.00,11894.00,783245.00,302415.00,89383.00,213032.00,54261.00,3445.00,4921.00,66890.00,1491353.00,0.00,609.00,485916.00,614488.00,11590.00,11711.00,367039.00
1995:Q4,1613965.00,4575.00,9068.00,0.00,1164217.00,32577.00,86697.00,225215.00,11035.00,808693.00,305517.00,96988.00,208529.00,54832.00,3319.00,5611.00,66826.00,1499012.00,0.00,512.00,492750.00,608722.00,11975.00,13810.00,371243.00
