date,FC102090005.Q,FU105060005.Q,FU105061005.Q,FU105050005.Q,FU106300005.Q,FU105020601.Q,FU105000005.Q,FU104090005.Q,FU104190005.Q,FU103164103.Q,FR108000005.Q,FR105035005.Q,FR103064203.Q,FR108100005.Q,FR105015205.Q,FR105013765.Q,FR105020015.Q,FR103092005.Q,FR103192005.Q,FV108090005.Q,FL102090005.Q
1995:Q3,125127.00,55864.00,65711.00,195112.00,131859.00,-2458.00,9253.00,110539.00,101286.00,-19100.00,29010.00,26257.00,2753.00,11209.00,7737.00,6634.00,-3162.00,0.00,0.00,29043.00,6077307.00
1995:Q4,126102.00,80302.00,56218.00,189468.00,133890.00,-640.00,38684.00,166189.00,127505.00,-14600.00,33283.00,31100.00,2183.00,6355.00,2943.00,-4008.00,1088.00,2776.00,-3557.00,6162.00,6203409.00
1996:Q1,98103.00,38682.00,52873.00,189149.00,135742.00,534.00,1034.00,120453.00,119419.00,-15225.00,18132.00,15805.00,2327.00,2048.00,-3621.00,5393.00,276.00,1.00,0.00,39241.00,6301512.00
1996:Q2,26744.00,83045.00,59038.00,196395.00,137771.00,-413.00,20533.00,109224.00,88691.00,3475.00,-53186.00,-55133.00,1947.00,-2683.00,-6166.00,3527.00,-44.00,1.00,0.00,-433.00,6328256.00
1996:Q3,51510.00,40690.00,64960.00,206175.00,140042.00,1173.00,3854.00,103390.00,99536.00,-28125.00,-42628.00,-43883.00,1255.00,7869.00,5968.00,695.00,1207.00,1.00,0.00,45580.00,6379766.00
1996:Q4,186109.00,84852.00,68102.00,212435.00,142556.00,1777.00,24200.00,116466.00,92266.00,-7450.00,68624.00,66342.00,2282.00,37255.00,4134.00,-1589.00,5659.00,11018.00,-18034.00,-4622.00,6565875.00
1997:Q1,403027.00,34470.00,68085.00,218106.00,145393.00,4628.00,-19665.00,61085.00,80750.00,-13950.00,351347.00,351384.00,-37.00,-1707.00,-8049.00,7478.00,-1135.00,-1.00,1.00,18916.00,6968902.00
1997:Q2,134752.00,70627.00,85290.00,237281.00,148066.00,3925.00,13.00,52212.00,52199.00,-14675.00,23509.00,17238.00,6271.00,-4215.00,-5571.00,5903.00,-4545.00,-1.00,1.00,44831.00,7103654.00
1997:Q3,228846.00,59723.00,78197.00,232624.00,150650.00,3777.00,4401.00,98336.00,93935.00,-22875.00,103080.00,98544.00,4536.00,1732.00,-2971.00,3787.00,917.00,-1.00,1.00,64310.00,7332500.00
1997:Q4,311791.00,47022.00,77752.00,232655.00,153143.00,1760.00,-4855.00,53353.00,58208.00,-25875.00,239363.00,239935.00,-572.00,-3768.00,-9689.00,-4074.00,-39.00,-17635.00,-27669.00,29174.00,7644291.00
1998:Q1,366363.00,25584.00,84818.00,243973.00,155551.00,3604.00,-37559.00,146769.00,184328.00,-21675.00,277142.00,270637.00,6505.00,-21617.00,-15286.00,2385.00,-8716.00,-1.00,0.00,85253.00,8010654.00
1998:Q2,16660.00,60765.00,75326.00,237119.00,157950.00,3843.00,3247.00,161048.00,157801.00,-17808.00,-47747.00,-47656.00,-91.00,-12536.00,-9771.00,-1191.00,-1574.00,-1.00,0.00,16179.00,8027314.00
1998:Q3,128974.00,-8740.00,74550.00,239674.00,160351.00,4773.00,-18450.00,100671.00,119121.00,-64840.00,111468.00,120286.00,-8818.00,-7981.00,-5045.00,727.00,-3663.00,-1.00,0.00,34227.00,8156288.00
1998:Q4,371074.00,-28136.00,79792.00,246072.00,162757.00,3523.00,3286.00,159943.00,156657.00,-111214.00,106025.00,95044.00,10981.00,65815.00,-5168.00,9581.00,-918.00,-21257.00,-83576.00,227371.00,8527362.00
1999:Q1,196590.00,61053.00,85386.00,256683.00,165249.00,6048.00,-17413.00,232031.00,249443.00,-6920.00,59559.00,57541.00,2018.00,6477.00,-983.00,4429.00,3032.00,0.00,0.00,69501.00,8723953.00
1999:Q2,59979.00,20179.00,85634.00,254832.00,168254.00,944.00,11245.00,236890.00,225645.00,-76700.00,-153460.00,-159502.00,6042.00,4888.00,-10494.00,8525.00,6857.00,0.00,0.00,188372.00,8783932.00
1999:Q3,98825.00,45686.00,94572.00,262812.00,171867.00,-3627.00,-22698.00,235246.00,257943.00,-26188.00,74501.00,78340.00,-3839.00,-1710.00,-11375.00,914.00,8752.00,0.00,0.00,-19653.00,8882757.00
1999:Q4,464569.00,108756.00,103978.00,273087.00,176428.00,-7319.00,5338.00,261357.00,256019.00,-560.00,151285.00,135668.00,15617.00,119287.00,1730.00,15765.00,4405.00,8987.00,-88400.00,85242.00,9347327.00
2000:Q1,73938.00,74886.00,96789.00,271396.00,180917.00,-6310.00,-48947.00,242732.00,291678.00,27044.00,-45626.00,-51098.00,5472.00,16947.00,2345.00,6989.00,7613.00,-1.00,-1.00,27730.00,9421264.00
2000:Q2,46358.00,60943.00,113772.00,292997.00,184487.00,-5262.00,-2199.00,345875.00,348074.00,-50630.00,-56801.00,-52184.00,-4617.00,5423.00,-665.00,7161.00,-1072.00,-1.00,-1.00,36792.00,9467622.00
2000:Q3,599612.00,98613.00,105660.00,290301.00,186912.00,-2271.00,3685.00,342640.00,338955.00,-10731.00,471909.00,471865.00,44.00,11167.00,1062.00,7037.00,3069.00,-1.00,-1.00,17923.00,10067234.00
2000:Q4,733864.00,31514.00,102405.00,287369.00,187930.00,-2966.00,12996.00,272633.00,259637.00,-83887.00,165684.00,176205.00,-10521.00,-56061.00,-9717.00,4076.00,4724.00,-37120.00,18025.00,592727.00,10801099.00
2001:Q1,-141089.00,37229.00,80015.00,267464.00,192038.00,-4588.00,-37936.00,31691.00,69626.00,-4850.00,-78161.00,-65290.00,-12871.00,-24628.00,-21811.00,-1391.00,-1426.00,0.00,0.00,-75528.00,10660010.00
2001:Q2,50358.00,81207.00,71034.00,266258.00,195496.00,-271.00,24949.00,82822.00,57873.00,-14775.00,-23076.00,-28115.00,5039.00,-15463.00,-4088.00,-2429.00,-8946.00,0.00,0.00,7689.00,10710368.00
2001:Q3,54641.00,43860.00,54065.00,255739.00,197479.00,4195.00,17146.00,6702.00,-10444.00,-27350.00,82319.00,96496.00,-14177.00,-22718.00,-7271.00,-7062.00,-8386.00,0.00,0.00,-48820.00,10765009.00
2001:Q4,-79553.00,94460.00,22056.00,229497.00,198733.00,8708.00,73555.00,54437.00,-19118.00,-1150.00,-182927.00,-191551.00,8624.00,61172.00,-1870.00,-475.00,-5952.00,14356.00,-55113.00,-52259.00,10685456.00
2002:Q1,62498.00,5385.00,28676.00,239620.00,199414.00,11530.00,-22672.00,32343.00,55014.00,-619.00,71042.00,70844.00,198.00,999.00,-9542.00,-1568.00,12110.00,-1.00,0.00,-14928.00,10747954.00
2002:Q2,-45761.00,68779.00,37279.00,240725.00,200081.00,3365.00,25509.00,36443.00,10934.00,5991.00,-61319.00,-52112.00,-9207.00,-4477.00,-10647.00,-853.00,7024.00,-1.00,0.00,-48744.00,10702193.00
2002:Q3,88991.00,14253.00,39927.00,237560.00,201226.00,-3593.00,2891.00,-17533.00,-20424.00,-28564.00,99484.00,111547.00,-12063.00,-2060.00,-11834.00,3852.00,5923.00,-1.00,0.00,-22685.00,10791184.00
2002:Q4,239821.00,83696.00,40030.00,237305.00,202441.00,-5166.00,44600.00,87396.00,42796.00,-933.00,150987.00,147781.00,3206.00,76311.00,-2026.00,-2725.00,1962.00,-8969.00,-88069.00,-71174.00,11031005.00
2003:Q1,242224.00,8692.00,41152.00,238857.00,202268.00,-4563.00,-18108.00,16848.00,34956.00,-14352.00,209475.00,212029.00,-2554.00,-10666.00,-22631.00,829.00,11136.00,1.00,0.00,34723.00,11273229.00
2003:Q2,170554.00,57794.00,33720.00,238657.00,203417.00,1519.00,29254.00,10733.00,-18521.00,-5180.00,67307.00,57702.00,9605.00,-4995.00,-9583.00,8663.00,-4076.00,1.00,0.00,50448.00,11443782.00
2003:Q3,26796.00,53945.00,42357.00,246304.00,205209.00,-1262.00,14490.00,3412.00,-11078.00,-2902.00,-54008.00,-56875.00,2867.00,13367.00,1500.00,8052.00,3815.00,1.00,0.00,13491.00,11470578.00
2003:Q4,126277.00,98028.00,54095.00,254869.00,206026.00,-5252.00,47029.00,55120.00,8091.00,-3096.00,-40606.00,-48858.00,8252.00,19334.00,6256.00,3997.00,10711.00,7892.00,9522.00,49521.00,11596855.00
2004:Q1,414671.00,60534.00,48173.00,250475.00,208154.00,-5851.00,16322.00,179512.00,163190.00,-3961.00,287333.00,283982.00,3351.00,30000.00,10945.00,3023.00,16032.00,0.00,0.00,36803.00,12011525.00
2004:Q2,500637.00,99465.00,61898.00,261034.00,210438.00,-11302.00,59345.00,187908.00,128563.00,-21778.00,302927.00,302378.00,549.00,39564.00,27543.00,1957.00,10065.00,0.00,0.00,58680.00,12512162.00
2004:Q3,578038.00,63189.00,65104.00,268703.00,213225.00,-9626.00,38730.00,167084.00,128354.00,-40645.00,445394.00,446663.00,-1269.00,19858.00,8566.00,306.00,10985.00,0.00,0.00,49596.00,13090200.00
2004:Q4,392194.00,98624.00,75097.00,279358.00,216935.00,-12674.00,50588.00,244548.00,193960.00,-27062.00,174075.00,164765.00,9310.00,93275.00,17867.00,5589.00,4349.00,77244.00,11774.00,26221.00,13482394.00
2005:Q1,106115.00,-24191.00,84577.00,295968.00,221072.00,-9681.00,-61442.00,190698.00,252140.00,-47326.00,18871.00,20534.00,-1663.00,41842.00,26450.00,5290.00,10102.00,0.00,0.00,69593.00,13588508.00
2005:Q2,395262.00,-2131.00,67135.00,287622.00,225098.00,-4611.00,-5668.00,251077.00,256745.00,-63598.00,264323.00,262847.00,1476.00,21260.00,15191.00,8836.00,-2767.00,0.00,0.00,111809.00,13983770.00
2005:Q3,368714.00,-3808.00,72952.00,293961.00,229102.00,-8093.00,23603.00,250699.00,227096.00,-100362.00,202954.00,197647.00,5307.00,24635.00,-5110.00,4568.00,25177.00,0.00,0.00,144933.00,14352484.00
2005:Q4,530304.00,23428.00,89771.00,314183.00,234159.00,-9747.00,22595.00,252008.00,229413.00,-88938.00,332781.00,329762.00,3019.00,78211.00,8459.00,9244.00,15139.00,86326.00,40956.00,95884.00,14882788.00
2006:Q1,327683.00,-67090.00,93275.00,323063.00,237858.00,-8070.00,-41421.00,143624.00,185045.00,-118944.00,194909.00,188713.00,6196.00,38162.00,10691.00,8302.00,-3834.00,33675.00,10672.00,161702.00,15210471.00
2006:Q2,489835.00,-50854.00,103427.00,332475.00,242543.00,-13494.00,-30562.00,228962.00,259524.00,-123719.00,350261.00,352760.00,-2499.00,38395.00,7657.00,2395.00,9722.00,24097.00,5476.00,152033.00,15700305.00
2006:Q3,542805.00,-38377.00,99272.00,336143.00,246496.00,-9624.00,-26585.00,153126.00,179711.00,-111064.00,376197.00,372496.00,3701.00,42733.00,25423.00,2769.00,-1438.00,17478.00,1500.00,162252.00,16243110.00
2006:Q4,128979.00,-84767.00,98844.00,345649.00,251292.00,-4487.00,-40436.00,174423.00,214858.00,-143176.00,-33892.00,-41671.00,7779.00,16012.00,27147.00,7057.00,4794.00,-59400.00,-36414.00,231626.00,16372090.00
2007:Q1,487004.00,-119879.00,85907.00,331626.00,255381.00,-9661.00,-91070.00,226044.00,317114.00,-114716.00,387704.00,384894.00,2810.00,218823.00,24281.00,14254.00,16455.00,147201.00,-16632.00,357.00,16859094.00
2007:Q2,549438.00,-124434.00,95894.00,346809.00,258974.00,-8059.00,-55308.00,302072.00,357380.00,-165020.00,373329.00,365020.00,8309.00,34877.00,18569.00,8146.00,10020.00,12161.00,14019.00,265666.00,17408532.00
2007:Q3,573324.00,-146138.00,104353.00,362373.00,262192.00,-4172.00,-70670.00,253402.00,324071.00,-179821.00,497769.00,494692.00,3077.00,65654.00,-7929.00,3824.00,5430.00,47523.00,-16806.00,156039.00,17981856.00
2007:Q4,269300.00,-130950.00,106957.00,353583.00,264257.00,-17631.00,8876.00,291261.00,282385.00,-246783.00,93347.00,97832.00,-4485.00,-78149.00,-12357.00,3971.00,38540.00,-61759.00,46544.00,385052.00,18251156.00
2008:Q1,-595748.00,-276410.00,111696.00,348713.00,267779.00,-30761.00,-295084.00,-149042.00,146042.00,-93022.00,-469239.00,-456489.00,-12750.00,52747.00,-8448.00,9180.00,36608.00,-13500.00,-28907.00,97154.00,17655408.00
2008:Q2,-682885.00,-170433.00,115669.00,349787.00,271588.00,-37470.00,-240233.00,-92319.00,147914.00,-45869.00,-635254.00,-633738.00,-1516.00,87559.00,-2515.00,5662.00,43821.00,23290.00,-17301.00,35242.00,16972522.00
2008:Q3,241925.00,-218782.00,81492.00,341141.00,275871.00,-16223.00,-221689.00,-168201.00,53488.00,-78585.00,351409.00,366939.00,-15530.00,13874.00,41225.00,6227.00,-36657.00,-57595.00,-60674.00,95424.00,17214448.00
2008:Q4,-930714.00,-293570.00,-4802.00,320343.00,277649.00,47496.00,-190684.00,-199267.00,-8583.00,-98084.00,-456392.00,-431005.00,-25387.00,-152734.00,69629.00,-7890.00,-112205.00,-96634.00,5634.00,-28019.00,16283733.00
2009:Q1,-487018.00,73935.00,-25144.00,273940.00,275709.00,23376.00,133787.00,-63505.00,-197292.00,-34708.00,-543653.00,-537086.00,-6567.00,100367.00,15004.00,-8962.00,-12683.00,38729.00,-68278.00,-117666.00,15796715.00
2009:Q2,-1073974.00,111714.00,-33329.00,244542.00,272472.00,5400.00,110959.00,59356.00,-51603.00,34084.00,-1187362.00,-1199399.00,12037.00,55453.00,1009.00,-8720.00,13007.00,43886.00,-6271.00,-53779.00,14722741.00
2009:Q3,-772257.00,108938.00,-31300.00,234309.00,270670.00,-5060.00,123513.00,107812.00,-15701.00,16726.00,-948670.00,-962284.00,13614.00,25355.00,-7901.00,3630.00,11551.00,18215.00,140.00,42120.00,13950484.00
2009:Q4,323249.00,126430.00,13474.00,267977.00,271559.00,-17056.00,180220.00,196097.00,15877.00,-67264.00,54528.00,53174.00,1354.00,-29840.00,-24244.00,17115.00,19736.00,-136528.00,-94081.00,172131.00,14273733.00
2010:Q1,-105580.00,3376.00,21820.00,283233.00,271436.00,-10023.00,23236.00,136974.00,113738.00,-41679.00,-205057.00,-209219.00,4162.00,-123385.00,-24193.00,1758.00,26526.00,-106395.00,21080.00,219485.00,14168153.00
2010:Q2,754545.00,30619.00,36091.00,303262.00,272323.00,-5152.00,42266.00,142203.00,99937.00,-47738.00,581237.00,594326.00,-13089.00,-5006.00,13862.00,10795.00,-11316.00,-15487.00,2860.00,147696.00,14922697.00
2010:Q3,250341.00,-29077.00,57433.00,326055.00,273139.00,-4517.00,-1910.00,182782.00,184692.00,-84600.00,114869.00,102740.00,12129.00,88607.00,25203.00,-2296.00,20292.00,45512.00,104.00,75942.00,15173038.00
2010:Q4,552201.00,73546.00,68643.00,322858.00,275531.00,-21315.00,81563.00,170769.00,89206.00,-76659.00,247409.00,236982.00,10427.00,41677.00,26244.00,12215.00,33606.00,-69183.00,-38794.00,189570.00,15725240.00
2011:Q1,388150.00,-150336.00,71394.00,314640.00,279222.00,-35976.00,-148280.00,49864.00,198143.00,-73450.00,285067.00,278650.00,6417.00,23451.00,17407.00,16430.00,37269.00,-66122.00,-18467.00,229968.00,16113389.00
2011:Q2,-18416.00,-141075.00,70029.00,331406.00,283743.00,-22366.00,-91993.00,118324.00,210317.00,-119111.00,-103415.00,-102584.00,-831.00,96439.00,24168.00,9555.00,6258.00,45522.00,-10936.00,129636.00,16094974.00
2011:Q3,-47331.00,-178649.00,49621.00,327852.00,286371.00,-8140.00,-72529.00,147340.00,219869.00,-155741.00,-17491.00,3540.00,-21031.00,-5345.00,15099.00,4178.00,-3954.00,-18671.00,1997.00,154154.00,16047643.00
2011:Q4,575543.00,-119691.00,71313.00,357976.00,288470.00,-1807.00,-84723.00,181249.00,265972.00,-106282.00,471518.00,464151.00,7367.00,66643.00,19887.00,-2295.00,-5878.00,-8356.00,-63285.00,157074.00,16623186.00
2012:Q1,75282.00,-122776.00,85906.00,369407.00,292242.00,-8741.00,-149519.00,66391.00,215909.00,-59163.00,25079.00,11863.00,13216.00,-5726.00,8691.00,13476.00,-16709.00,-43544.00,-32359.00,178705.00,16698467.00
2012:Q2,112754.00,-82310.00,83956.00,381724.00,294992.00,2776.00,-59186.00,186117.00,245303.00,-107080.00,65084.00,71123.00,-6039.00,-14790.00,-4505.00,7525.00,-16645.00,12000.00,13165.00,144771.00,16811221.00
2012:Q3,364080.00,-153345.00,86904.00,379864.00,297566.00,-4606.00,-152925.00,123887.00,276812.00,-87324.00,324711.00,318531.00,6180.00,87175.00,3553.00,7140.00,32028.00,57628.00,13174.00,105539.00,17175302.00
2012:Q4,70282.00,-134708.00,74049.00,370192.00,299764.00,-3620.00,-117419.00,129936.00,247355.00,-91338.00,98627.00,96591.00,2036.00,46698.00,5778.00,-8236.00,11811.00,30505.00,-6839.00,59665.00,17245583.00
2013:Q1,368580.00,31669.00,69510.00,371191.00,302228.00,-548.00,15582.00,249017.00,233435.00,-53423.00,175991.00,167021.00,8970.00,-116558.00,8290.00,-1343.00,-6590.00,-112684.00,4232.00,277478.00,17614164.00
2013:Q2,657071.00,37051.00,73383.00,385166.00,304923.00,6860.00,56458.00,251441.00,194983.00,-92790.00,453821.00,452403.00,1418.00,25797.00,9600.00,9967.00,-4686.00,-9775.00,-20691.00,140401.00,18271234.00
2013:Q3,667833.00,-18347.00,94690.00,403384.00,308666.00,28.00,-27022.00,201877.00,228899.00,-86014.00,489652.00,480988.00,8664.00,89650.00,17751.00,11720.00,-1131.00,50588.00,-10722.00,106878.00,18939067.00
2013:Q4,492964.00,-5983.00,96786.00,405218.00,311448.00,-3016.00,17917.00,287271.00,269354.00,-120686.00,245358.00,234162.00,11196.00,16993.00,-6673.00,20733.00,6511.00,28062.00,31641.00,236596.00,19432031.00
2014:Q1,74950.00,-182610.00,103028.00,404961.00,315301.00,-13367.00,-157921.00,169959.00,327880.00,-127717.00,29404.00,26598.00,2806.00,-58392.00,7171.00,6950.00,24561.00,-22617.00,74457.00,286549.00,19506981.00
2014:Q2,541857.00,-47146.00,96110.00,413103.00,318182.00,-1190.00,-74240.00,248992.00,323232.00,-69016.00,430247.00,423076.00,7171.00,54336.00,10543.00,2565.00,-3176.00,40957.00,-3447.00,104421.00,20048838.00
2014:Q3,304594.00,-100881.00,101625.00,429539.00,322216.00,5698.00,-93840.00,248141.00,341981.00,-108666.00,238948.00,242474.00,-3526.00,-19916.00,3482.00,6014.00,-8292.00,-40632.00,-19512.00,186443.00,20353432.00
2014:Q4,383462.00,-129479.00,92322.00,429803.00,325588.00,11893.00,-132717.00,256591.00,389307.00,-89085.00,353837.00,351928.00,1909.00,-14680.00,6992.00,8273.00,-28436.00,-44793.00,-43284.00,173784.00,20736894.00
2015:Q1,467575.00,-87696.00,88001.00,436361.00,328015.00,20345.00,-27847.00,192010.00,219856.00,-147851.00,377218.00,372500.00,4718.00,37073.00,9303.00,14914.00,-24983.00,-50070.00,-87910.00,140981.00,21204469.00
2015:Q2,357538.00,72664.00,132410.00,463628.00,329514.00,1705.00,62500.00,289929.00,227429.00,-122245.00,169275.00,170096.00,-821.00,8884.00,-6700.00,10220.00,6589.00,-16071.00,-14847.00,106714.00,21562006.00
2015:Q3,305035.00,-75307.00,88223.00,438200.00,335052.00,14925.00,-6739.00,187640.00,194379.00,-156791.00,264905.00,280630.00,-15725.00,-67061.00,-6142.00,3711.00,-19681.00,-43053.00,1895.00,182498.00,21867041.00
2015:Q4,348079.00,-59477.00,72439.00,427503.00,337219.00,17845.00,4271.00,241679.00,237408.00,-136187.00,225790.00,220190.00,5600.00,-18501.00,-6399.00,-2579.00,-8645.00,4037.00,4915.00,200267.00,22215120.00
2016:Q1,125911.00,-125982.00,65684.00,419502.00,338510.00,15308.00,-34950.00,206920.00,241870.00,-156717.00,12081.00,11587.00,494.00,50508.00,3066.00,10901.00,13544.00,26665.00,3668.00,189304.00,22341031.00
2016:Q2,456982.00,-26538.00,85942.00,413968.00,341403.00,-13377.00,51354.00,319908.00,268554.00,-163834.00,228312.00,224180.00,4132.00,69727.00,1357.00,12020.00,46411.00,-7075.00,-17015.00,185480.00,22798013.00
2016:Q3,522067.00,-32501.00,68773.00,411374.00,343109.00,-508.00,70446.00,287848.00,217402.00,-171720.00,317939.00,309342.00,8597.00,8829.00,12545.00,2054.00,-5771.00,0.00,0.00,227801.00,23320080.00
